date_start                       ,driver_number ,duration_sector_1 ,duration_sector_2 ,duration_sector_3 ,i1_speed ,i2_speed ,is_pit_out_lap ,lap_duration ,lap_number ,meeting_key ,segments_sector_1                      ,segments_sector_2                      ,segments_sector_3                            ,session_key ,st_speed
2024-06-09 19:01:46.820000+00:00 ,           27 ,           25.597 ,           27.344 ,           33.06  ,     225 ,     278 ,False          ,      86.001 ,        38 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2051, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     308
2024-06-09 19:01:40.343000+00:00 ,           31 ,           25.459 ,           27.919 ,           33.343 ,     236 ,     274 ,False          ,      86.721 ,        38 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     305
2024-06-09 19:01:25.904000+00:00 ,           44 ,           25.276 ,           27.078 ,           33.065 ,     228 ,     280 ,False          ,      85.419 ,        38 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2051, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     305
2024-06-09 19:01:42.098000+00:00 ,           55 ,           25.913 ,           27.847 ,           33.064 ,     219 ,     277 ,False          ,      86.824 ,        38 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:01:22.205000+00:00 ,           63 ,           25.285 ,           27.198 ,           33.011 ,     229 ,     279 ,False          ,      85.494 ,        38 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     301
2024-06-09 19:01:41.567000+00:00 ,           77 ,           25.661 ,           27.65  ,           33.511 ,         ,     278 ,False          ,      86.822 ,        38 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     307
2024-06-09 19:01:24.340000+00:00 ,           81 ,           25.37  ,           27.715 ,           32.719 ,         ,     278 ,False          ,      85.804 ,        38 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     306
2024-06-09 19:02:45.201000+00:00 ,            1 ,           24.789 ,           27.239 ,           32.831 ,     233 ,     275 ,False          ,      84.859 ,        39 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     301
2024-06-09 19:03:07.648000+00:00 ,            3 ,           25.639 ,           27.57  ,           33.237 ,     228 ,     279 ,False          ,      86.446 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2048, 2048, 2049, 2048]" ,       9531 ,     312
2024-06-09 19:02:49.214000+00:00 ,            4 ,           25.375 ,           27.171 ,           32.866 ,     224 ,     278 ,False          ,      85.412 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     300
2024-06-09 19:03:09.597000+00:00 ,           10 ,           26.021 ,           27.95  ,           33.44  ,     226 ,     276 ,False          ,      87.411 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2049, 2049, 2064, 2064]" ,       9531 ,     306
2024-06-09 19:03:11.049000+00:00 ,           11 ,           25.403 ,           27.559 ,           33.598 ,         ,     282 ,False          ,      86.56  ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     311
2024-06-09 19:03:00.492000+00:00 ,           14 ,           25.29  ,           27.476 ,           33.279 ,         ,     279 ,False          ,      86.045 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2049, 2048]" ,       9531 ,     306
2024-06-09 19:04:23.152000+00:00 ,           16 ,           25.534 ,           27.34  ,           33.138 ,     226 ,     276 ,False          ,      86.012 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     303
2024-06-09 19:03:03.501000+00:00 ,           18 ,           25.641 ,           27.56  ,           33.409 ,     212 ,     279 ,False          ,      86.61  ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2049, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     307
2024-06-09 19:03:12.308000+00:00 ,           20 ,           25.63  ,           27.689 ,           33.407 ,     235 ,     278 ,False          ,      86.726 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     308
2024-06-09 19:03:02.362000+00:00 ,           22 ,           25.384 ,           27.507 ,           33.261 ,     225 ,     278 ,False          ,      86.152 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     308
2024-06-09 19:03:06.042000+00:00 ,           23 ,           25.599 ,           27.59  ,           33.268 ,     227 ,     278 ,False          ,      86.457 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     309
2024-06-09 19:03:15.506000+00:00 ,           24 ,           25.721 ,           28.297 ,           33.859 ,     239 ,     276 ,False          ,      87.877 ,        39 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     305
2024-06-09 19:03:12.945000+00:00 ,           27 ,           25.718 ,           27.454 ,           33.177 ,     227 ,     276 ,False          ,      86.349 ,        39 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 0]"    ,       9531 ,     309
2024-06-09 19:03:07.009000+00:00 ,           31 ,           25.41  ,           27.799 ,           33.004 ,     227 ,     276 ,False          ,      86.213 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2048, 2049]" ,       9531 ,     306
2024-06-09 19:02:51.369000+00:00 ,           44 ,           24.873 ,           27.064 ,           32.974 ,     235 ,     280 ,False          ,      84.911 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2051, 2049, 2048, 2051, 2051]" ,       9531 ,     309
2024-06-09 19:03:08.864000+00:00 ,           55 ,           26.33  ,           27.766 ,           33.142 ,     227 ,     278 ,False          ,      87.238 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     306
2024-06-09 19:02:47.564000+00:00 ,           63 ,           25.338 ,           27.092 ,           32.987 ,     217 ,     277 ,False          ,      85.417 ,        39 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2051, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     302
2024-06-09 19:03:08.279000+00:00 ,           77 ,           25.475 ,           27.548 ,           33.479 ,     222 ,     276 ,False          ,      86.502 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2051, 2048]" ,"[2049, 2049, 2048, 2049, 2048, 2048, 2048]" ,       9531 ,     306
2024-06-09 19:02:50.246000+00:00 ,           81 ,           25.049 ,           27.352 ,           32.753 ,     236 ,     280 ,False          ,      85.154 ,        39 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2049, 2048]" ,       9531 ,     308
2024-06-09 19:04:10.088000+00:00 ,            1 ,           24.919 ,           27.152 ,           32.64  ,     229 ,     275 ,False          ,      84.711 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,     301
2024-06-09 19:04:34.064000+00:00 ,            3 ,           25.728 ,           27.512 ,           33.089 ,     231 ,     278 ,False          ,      86.329 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     311
2024-06-09 19:04:14.599000+00:00 ,            4 ,           24.84  ,           26.754 ,           32.609 ,     238 ,     279 ,False          ,      84.203 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2051, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     301
2024-06-09 19:04:37.038000+00:00 ,           10 ,           25.435 ,           27.326 ,           49.506 ,     232 ,     276 ,False          ,     102.267 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     325
2024-06-09 19:04:37.594000+00:00 ,           11 ,           25.45  ,           27.605 ,           32.775 ,     236 ,     277 ,False          ,      85.83  ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2049, 2051]" ,       9531 ,     330
2024-06-09 19:04:26.601000+00:00 ,           14 ,           25.151 ,           27.25  ,           33.195 ,     218 ,     279 ,False          ,      85.596 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2049, 2048]" ,       9531 ,     307
2024-06-09 19:05:49.129000+00:00 ,           16 ,           25.668 ,           27.531 ,           33.035 ,     228 ,     276 ,False          ,      86.234 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2064, 2064]" ,       9531 ,     304
2024-06-09 19:04:30.130000+00:00 ,           18 ,           25.198 ,           27.238 ,           32.943 ,     224 ,     278 ,False          ,      85.379 ,        40 ,       1237 ,"[2049, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     309
2024-06-09 19:04:38.919000+00:00 ,           20 ,           25.488 ,           27.467 ,           33.276 ,     233 ,     279 ,False          ,      86.231 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2051, 2064, 2064]" ,       9531 ,     312
2024-06-09 19:04:28.554000+00:00 ,           22 ,           25.146 ,           27.22  ,           33.34  ,     232 ,     279 ,False          ,      85.706 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     309
2024-06-09 19:04:32.388000+00:00 ,           23 ,           25.319 ,           27.315 ,           32.973 ,     237 ,     279 ,False          ,      85.607 ,        40 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     308
2024-06-09 19:04:43.384000+00:00 ,           24 ,           26.307 ,           27.93  ,           33.492 ,     233 ,     277 ,False          ,      87.729 ,        40 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     306
2024-06-09 19:04:39.272000+00:00 ,           27 ,           27.31  ,           27.162 ,           33.104 ,     220 ,     277 ,False          ,      87.576 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     308
2024-06-09 19:04:33.183000+00:00 ,           31 ,           25.339 ,           27.402 ,           32.694 ,     232 ,     276 ,False          ,      85.435 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     320
2024-06-09 19:04:16.284000+00:00 ,           44 ,           24.774 ,           26.776 ,           32.33  ,     238 ,     282 ,False          ,      83.88  ,        40 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2051]" ,"[2048, 2048, 2051, 2049, 2048, 2051]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     328
2024-06-09 19:04:36.093000+00:00 ,           55 ,           25.767 ,           27.337 ,           33.104 ,     226 ,     278 ,False          ,      86.208 ,        40 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:04:12.965000+00:00 ,           63 ,           24.91  ,           26.871 ,           32.775 ,     240 ,     278 ,False          ,      84.556 ,        40 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     303
2024-06-09 19:04:34.792000+00:00 ,           77 ,           25.824 ,           27.312 ,           32.888 ,     237 ,     279 ,False          ,      86.024 ,        40 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2049, 2051, 2049, 2048, 2048, 2049]" ,       9531 ,     322
2024-06-09 19:04:15.491000+00:00 ,           81 ,           24.969 ,           26.999 ,           32.471 ,     242 ,     280 ,False          ,      84.439 ,        40 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     307
2024-06-09 19:05:34.857000+00:00 ,            1 ,           24.693 ,           26.821 ,           32.645 ,     220 ,     275 ,False          ,      84.159 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     301
2024-06-09 19:06:00.389000+00:00 ,            3 ,           25.468 ,           27.311 ,           33.003 ,     234 ,     279 ,False          ,      85.782 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     309
2024-06-09 19:05:38.776000+00:00 ,            4 ,           24.744 ,           26.58  ,           32.603 ,     228 ,     278 ,False          ,      83.927 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2051, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     299
2024-06-09 19:06:19.226000+00:00 ,           10 ,           33.892 ,           33.274 ,           33.383 ,     197 ,     269 ,True           ,     100.549 ,        41 ,       1237 ,"[2064, 2064, 2048, 2048, 2048, 2048]" ,"[0, 0, 2048, 2048, 2048, 2048]"       ,"[2048, 2051, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     295
2024-06-09 19:06:03.475000+00:00 ,           11 ,           25.159 ,           27.311 ,           32.763 ,     234 ,     279 ,False          ,      85.233 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2051, 2048, 2048, 2048]" ,       9531 ,     319
2024-06-09 19:05:52.175000+00:00 ,           14 ,           24.9   ,           27.274 ,           33.044 ,     219 ,     280 ,False          ,      85.218 ,        41 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2051, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2049]" ,       9531 ,     308
2024-06-09 19:07:15.451000+00:00 ,           16 ,           25.513 ,           27.87  ,                  ,     229 ,     209 ,False          ,             ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,[]                                           ,       9531 ,     309
2024-06-09 19:05:55.683000+00:00 ,           18 ,           25.653 ,           27.456 ,           32.988 ,     228 ,     278 ,False          ,      86.097 ,        41 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     308
2024-06-09 19:06:05.119000+00:00 ,           20 ,           25.459 ,           27.412 ,           50.111 ,         ,     279 ,False          ,     102.982 ,        41 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:05:54.233000+00:00 ,           22 ,           25.154 ,           27.099 ,           33.08  ,     229 ,     279 ,False          ,      85.333 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2049, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     308
2024-06-09 19:05:58.054000+00:00 ,           23 ,           25.252 ,           27.029 ,           32.941 ,     238 ,     278 ,False          ,      85.222 ,        41 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     310
2024-06-09 19:06:11.061000+00:00 ,           24 ,           25.99  ,           27.767 ,           33.616 ,     236 ,     276 ,False          ,      87.373 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     304
2024-06-09 19:06:06.711000+00:00 ,           27 ,           25.877 ,           26.896 ,           33.016 ,     227 ,     277 ,False          ,      85.789 ,        41 ,       1237 ,"[2049, 2048, 2048, 2048, 2049, 2048]" ,"[2049, 2048, 2049, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     308
2024-06-09 19:05:58.615000+00:00 ,           31 ,           25.376 ,           27.303 ,           32.868 ,     239 ,     278 ,False          ,      85.547 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     307
2024-06-09 19:05:40.080000+00:00 ,           44 ,           25.019 ,           26.634 ,           32.719 ,         ,     282 ,False          ,      84.372 ,        41 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2051, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2051, 2048, 2051, 0]"    ,       9531 ,     325
2024-06-09 19:06:02.319000+00:00 ,           55 ,           25.552 ,           27.447 ,           32.876 ,     228 ,     278 ,False          ,      85.875 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,     309
2024-06-09 19:05:37.704000+00:00 ,           63 ,           24.556 ,           26.501 ,           32.726 ,     247 ,     279 ,False          ,      83.783 ,        41 ,       1237 ,"[2049, 2048, 2048, 2049, 2049, 2051]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     303
2024-06-09 19:06:00.827000+00:00 ,           77 ,           25.726 ,           27.031 ,           33.027 ,     229 ,     281 ,False          ,      85.784 ,        41 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2051, 2064, 2064]" ,       9531 ,     330
2024-06-09 19:05:39.860000+00:00 ,           81 ,           24.695 ,           26.711 ,           32.532 ,         ,     278 ,False          ,      83.938 ,        41 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2049]" ,       9531 ,     306
2024-06-09 19:06:58.957000+00:00 ,            1 ,           24.743 ,           26.686 ,           32.65  ,     225 ,     276 ,False          ,      84.079 ,        42 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 0]"    ,       9531 ,     302
2024-06-09 19:07:26.210000+00:00 ,            3 ,           25.463 ,           27.053 ,           33.232 ,         ,     278 ,False          ,      85.748 ,        42 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2064, 2064]" ,       9531 ,     307
2024-06-09 19:07:02.743000+00:00 ,            4 ,           25.792 ,           26.888 ,           32.248 ,     231 ,     278 ,False          ,      84.928 ,        42 ,       1237 ,"[2051, 0, 0, 2048, 2048, 2048]"       ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     318
2024-06-09 19:07:59.826000+00:00 ,           10 ,           27.485 ,           27.064 ,           32.639 ,     212 ,     275 ,False          ,      87.188 ,        42 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2049, 2051, 2051, 2049, 2048, 2048, 2049]" ,       9531 ,     301
2024-06-09 19:07:28.673000+00:00 ,           11 ,           25.395 ,           27.307 ,           32.979 ,     228 ,     280 ,False          ,      85.681 ,        42 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2064, 2064]" ,       9531 ,     328
2024-06-09 19:07:17.324000+00:00 ,           14 ,           24.857 ,           26.923 ,           32.988 ,     228 ,     277 ,False          ,      84.768 ,        42 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     324
2024-06-09 19:07:21.678000+00:00 ,           18 ,           25.126 ,           27.136 ,           33.002 ,     231 ,     278 ,False          ,      85.264 ,        42 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     309
2024-06-09 19:07:48.084000+00:00 ,           20 ,           33.524 ,           28.806 ,           33.119 ,     186 ,     272 ,True           ,      95.449 ,        42 ,       1237 ,"[2064, 2064, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     301
2024-06-09 19:07:20.943000+00:00 ,           22 ,           24.816 ,           26.859 ,           32.986 ,         ,     280 ,False          ,      84.661 ,        42 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2049, 2048, 2049, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     313
2024-06-09 19:07:23.217000+00:00 ,           23 ,           25.53  ,           27.022 ,           33.141 ,     236 ,     280 ,False          ,      85.693 ,        42 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     311
2024-06-09 19:07:38.414000+00:00 ,           24 ,           25.575 ,           27.856 ,           33.579 ,     235 ,     275 ,False          ,      87.01  ,        42 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     304
2024-06-09 19:07:32.638000+00:00 ,           27 ,           25.133 ,           27.617 ,           33.088 ,     233 ,     275 ,False          ,      85.838 ,        42 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     306
2024-06-09 19:07:24.139000+00:00 ,           31 ,           25.07  ,           27.075 ,           33.042 ,     236 ,     279 ,False          ,      85.187 ,        42 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2051, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2049, 2048, 2049]" ,       9531 ,     328
2024-06-09 19:07:04.519000+00:00 ,           44 ,           24.958 ,           27.144 ,           32.311 ,     236 ,     278 ,False          ,      84.413 ,        42 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2064, 2064]" ,       9531 ,     330
