date_start                       ,driver_number ,duration_sector_1 ,duration_sector_2 ,duration_sector_3 ,i1_speed ,i2_speed ,is_pit_out_lap ,lap_duration ,lap_number ,meeting_key ,segments_sector_1                      ,segments_sector_2                      ,segments_sector_3                            ,session_key ,st_speed
2024-06-09 18:25:56.432000+00:00 ,           24 ,           26.533 ,           29.246 ,           34.772 ,     229 ,     268 ,False          ,      90.551 ,        15 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     301
2024-06-09 18:26:00.071000+00:00 ,           27 ,           25.746 ,           28.897 ,           34.601 ,     213 ,     271 ,False          ,      89.244 ,        15 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2049, 2048, 2048]" ,       9531 ,     301
2024-06-09 18:25:44.581000+00:00 ,           31 ,           25.892 ,           29.129 ,           34.499 ,     225 ,     273 ,False          ,      89.52  ,        15 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     300
2024-06-09 18:25:15.457000+00:00 ,           44 ,           25.75  ,           27.886 ,           34.187 ,     226 ,     274 ,False          ,      87.823 ,        15 ,       1237 ,"[2049, 2049, 2048, 2049, 2049, 2048]" ,"[2049, 2048, 2051, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     302
2024-06-09 18:25:41.463000+00:00 ,           55 ,           26.026 ,           28.712 ,           34.35  ,     218 ,     275 ,False          ,      89.088 ,        15 ,       1237 ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2049]" ,"[2048, 2049, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     304
2024-06-09 18:24:49.716000+00:00 ,           63 ,           26.388 ,           28.205 ,           34.112 ,     222 ,     274 ,False          ,      88.705 ,        15 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     301
2024-06-09 18:25:47.987000+00:00 ,           77 ,           26.331 ,           29.106 ,           35.052 ,     198 ,     272 ,False          ,      90.489 ,        15 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:25:02.427000+00:00 ,           81 ,           25.93  ,           28.362 ,           33.612 ,     231 ,     274 ,False          ,      87.904 ,        15 ,       1237 ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:26:18.695000+00:00 ,            1 ,           25.6   ,           28.325 ,           34.213 ,     235 ,     274 ,False          ,      88.138 ,        16 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:27:30.982000+00:00 ,            2 ,           26.527 ,           28.808 ,           34.143 ,     204 ,     274 ,False          ,      89.478 ,        16 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2049, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     307
2024-06-09 18:27:02.273000+00:00 ,            3 ,           25.356 ,           28.247 ,           34.28  ,     221 ,     273 ,False          ,      87.883 ,        16 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     301
2024-06-09 18:26:22.453000+00:00 ,            4 ,           25.182 ,           27.876 ,           33.495 ,     230 ,     274 ,False          ,      86.553 ,        16 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2051]" ,       9531 ,     301
2024-06-09 18:27:16.484000+00:00 ,           10 ,           25.338 ,           28.655 ,           34.463 ,     227 ,     273 ,False          ,      88.456 ,        16 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2048, 2049]" ,       9531 ,     304
2024-06-09 18:27:15.209000+00:00 ,           11 ,           25.716 ,           28.621 ,           34.115 ,     223 ,     272 ,False          ,      88.452 ,        16 ,       1237 ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     311
2024-06-09 18:26:41.757000+00:00 ,           14 ,           25.183 ,           27.735 ,           33.959 ,     216 ,     275 ,False          ,      86.877 ,        16 ,       1237 ,"[None, 2049, 2048, 2049, 2051, 2049]" ,"[2049, 2049, 2049, 2049, 2051, 2051]" ,"[2048, 2051, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:27:07.403000+00:00 ,           16 ,           25.761 ,           28.288 ,           34.63  ,     220 ,     266 ,False          ,      88.679 ,        16 ,       1237 ,"[2049, 2048, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2049, 2049, 2048]" ,       9531 ,     295
2024-06-09 18:27:04.880000+00:00 ,           18 ,           25.766 ,           27.866 ,           34.132 ,     216 ,     274 ,False          ,      87.764 ,        16 ,       1237 ,"[2048, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2049, 2048, 2049]" ,       9531 ,     303
2024-06-09 18:27:12.064000+00:00 ,           20 ,           25.423 ,           28.224 ,           34.541 ,     227 ,     275 ,False          ,      88.188 ,        16 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2048, 2049]" ,       9531 ,     304
2024-06-09 18:27:08.890000+00:00 ,           22 ,           25.784 ,           28.127 ,           34.616 ,     220 ,     275 ,False          ,      88.527 ,        16 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2048]" ,"[2049, 2048, 2049, 2048, 2049, 2048]" ,"[2049, 2048, 2049, 2048, 2049, 2048, 2048]" ,       9531 ,     307
2024-06-09 18:27:09.458000+00:00 ,           23 ,           25.861 ,           28.599 ,           34.204 ,     227 ,     276 ,False          ,      88.664 ,        16 ,       1237 ,"[2048, 2049, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2049]" ,"[2049, 2049, 2051, 2051, 2049, 2048, 2048]" ,       9531 ,     308
2024-06-09 18:27:27.403000+00:00 ,           24 ,           26.549 ,           28.668 ,           34.473 ,     226 ,     273 ,False          ,      89.69  ,        16 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2049]" ,"[2049, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     301
2024-06-09 18:27:29.660000+00:00 ,           27 ,           26.218 ,           28.788 ,           34.135 ,     206 ,     272 ,False          ,      89.141 ,        16 ,       1237 ,"[None, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:27:13.978000+00:00 ,           31 ,           25.37  ,           28.702 ,           34.14  ,     231 ,     273 ,False          ,      88.212 ,        16 ,       1237 ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2048, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:26:43.319000+00:00 ,           44 ,           25.35  ,           27.606 ,           33.776 ,     232 ,     276 ,False          ,      86.732 ,        16 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2048, 2048, 2048, 2049, 2051]" ,       9531 ,     304
2024-06-09 18:27:10.449000+00:00 ,           55 ,           25.989 ,           28.415 ,           34.576 ,     217 ,     275 ,False          ,      88.98  ,        16 ,       1237 ,"[None, 2049, 2048, 2049, 2048, 2048]" ,"[2049, 2048, 2049, 2049, 2048, 2048]" ,"[2049, 2049, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     305
2024-06-09 18:26:18.202000+00:00 ,           63 ,           25.598 ,           27.945 ,           33.948 ,     234 ,     275 ,False          ,      87.491 ,        16 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     299
2024-06-09 18:27:18.518000+00:00 ,           77 ,           26.228 ,           28.662 ,           34.849 ,     211 ,     273 ,False          ,      89.739 ,        16 ,       1237 ,"[None, 2049, 2048, 2051, 2048, 2048]" ,"[2049, 2048, 2049, 2048, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     304
2024-06-09 18:26:30.419000+00:00 ,           81 ,           25.348 ,           27.817 ,           33.599 ,     238 ,     275 ,False          ,      86.764 ,        16 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2051]" ,"[2048, 2049, 2051, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2049, 2051, 2049]" ,       9531 ,     302
2024-06-09 18:27:48.904000+00:00 ,            1 ,           26.652 ,           28.986 ,           33.618 ,     228 ,     272 ,False          ,      89.256 ,        17 ,       1237 ,"[2049, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2049, 2049]" ,       9531 ,     304
2024-06-09 18:29:00.482000+00:00 ,            2 ,           25.925 ,           27.946 ,           34.065 ,     213 ,     274 ,False          ,      87.936 ,        17 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2049, 2049, 2049]" ,       9531 ,     307
2024-06-09 18:28:30.245000+00:00 ,            3 ,           25.532 ,           28.087 ,           34.168 ,     217 ,     272 ,False          ,      87.787 ,        17 ,       1237 ,"[None, 2049, 2048, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2049, 2049, 2048]" ,       9531 ,     301
2024-06-09 18:27:49.038000+00:00 ,            4 ,           25.625 ,           28.429 ,           33.648 ,     222 ,     276 ,False          ,      87.702 ,        17 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     305
2024-06-09 18:28:44.878000+00:00 ,           10 ,           25.756 ,           28.347 ,           33.879 ,     229 ,     274 ,False          ,      87.982 ,        17 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2049, 2048, 2048, 2049, 2048, 2048]" ,"[2048, 2048, 2049, 2048, 2049, 2048, 2048]" ,       9531 ,     322
2024-06-09 18:28:43.713000+00:00 ,           11 ,           25.631 ,           29.088 ,           33.999 ,     222 ,     275 ,False          ,      88.718 ,        17 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2049, 2048, 2048, 2049]" ,"[2049, 2049, 2049, 2048, 2048, 2049, 2048]" ,       9531 ,     309
2024-06-09 18:28:08.591000+00:00 ,           14 ,           26.604 ,           27.795 ,           33.849 ,     205 ,     276 ,False          ,      88.248 ,        17 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2051, 2051]" ,"[2049, 2048, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:28:36.058000+00:00 ,           16 ,           25.646 ,           28.269 ,           34.41  ,     222 ,     264 ,False          ,      88.325 ,        17 ,       1237 ,"[2048, 2049, 2048, 2048, 2049, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     294
2024-06-09 18:28:32.570000+00:00 ,           18 ,           25.362 ,           27.968 ,           34.035 ,     211 ,     273 ,False          ,      87.365 ,        17 ,       1237 ,"[2049, 2049, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     304
2024-06-09 18:28:40.201000+00:00 ,           20 ,           25.753 ,           28.102 ,           33.982 ,     220 ,     273 ,False          ,      87.837 ,        17 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     321
2024-06-09 18:28:37.404000+00:00 ,           22 ,           25.538 ,           28.093 ,           34.495 ,         ,     274 ,False          ,      88.126 ,        17 ,       1237 ,"[2048, 2048, 2048, 2049, 2048, 2049]" ,"[2048, 2049, 2048, 2049, 2049, 2048]" ,"[2049, 2049, 2049, 2048, 2049, 2048, 2048]" ,       9531 ,     306
2024-06-09 18:28:38.123000+00:00 ,           23 ,           25.683 ,           27.938 ,           35.113 ,     231 ,     277 ,False          ,      88.734 ,        17 ,       1237 ,"[None, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2051, 2051, 2048, 2048, 2049, 2049]" ,       9531 ,     329
2024-06-09 18:28:56.732000+00:00 ,           24 ,           26.078 ,           28.167 ,           34.346 ,     232 ,     273 ,False          ,      88.591 ,        17 ,       1237 ,"[None, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2048, 2049, 2049, 2048, 2048]" ,       9531 ,     301
2024-06-09 18:28:58.503000+00:00 ,           27 ,           25.656 ,           28.556 ,           34.278 ,     213 ,     274 ,False          ,      88.49  ,        17 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:28:42.340000+00:00 ,           31 ,           25.644 ,           28.257 ,           34.307 ,     222 ,     273 ,False          ,      88.208 ,        17 ,       1237 ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2048, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     304
2024-06-09 18:28:09.945000+00:00 ,           44 ,           26.235 ,           27.624 ,           33.567 ,     222 ,     275 ,False          ,      87.426 ,        17 ,       1237 ,"[2048, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2049, 2049, 2049, 2048, 2048, 2051]" ,       9531 ,     305
2024-06-09 18:28:39.516000+00:00 ,           55 ,           25.874 ,           28.005 ,           33.704 ,     224 ,     273 ,False          ,      87.583 ,        17 ,       1237 ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     305
2024-06-09 18:27:45.758000+00:00 ,           63 ,           25.827 ,           27.832 ,           33.942 ,     230 ,     275 ,False          ,      87.601 ,        17 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2049, 2048, 2049]" ,"[2048, 2049, 2048, 2049, 2048, 2048, 2049]" ,       9531 ,     301
2024-06-09 18:28:48.191000+00:00 ,           77 ,           25.931 ,           28.451 ,           34.454 ,         ,     273 ,False          ,      88.836 ,        17 ,       1237 ,"[2049, 2049, 2048, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2049, 2049]" ,"[2049, 2049, 2049, 2049, 2048, 2049, 2049]" ,       9531 ,     303
2024-06-09 18:27:57.082000+00:00 ,           81 ,           25.209 ,           27.901 ,           33.302 ,     236 ,     275 ,False          ,      86.412 ,        17 ,       1237 ,"[None, 2051, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2049, 2049, 2049, 2049, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:29:16.077000+00:00 ,            1 ,           25.166 ,           27.75  ,           33.52  ,     235 ,     274 ,False          ,      86.436 ,        18 ,       1237 ,"[2048, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     305
2024-06-09 18:30:28.506000+00:00 ,            2 ,           26.005 ,           27.595 ,           33.82  ,     217 ,     276 ,False          ,      87.42  ,        18 ,       1237 ,"[None, 2048, 2048, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2048, 2049]" ,       9531 ,     309
2024-06-09 18:29:57.978000+00:00 ,            3 ,           25.08  ,           27.924 ,           33.955 ,     224 ,     273 ,False          ,      86.959 ,        18 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     301
2024-06-09 18:29:16.725000+00:00 ,            4 ,           25.131 ,           27.731 ,           33.37  ,     223 ,     275 ,False          ,      86.232 ,        18 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2049, 2051, 2048, 2049, 2048]" ,"[2051, 2048, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     316
2024-06-09 18:30:12.918000+00:00 ,           10 ,           25.488 ,           28.224 ,           35.221 ,     225 ,     276 ,False          ,      88.933 ,        18 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2049, 2049, 2048, 2048, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     320
2024-06-09 18:30:12.455000+00:00 ,           11 ,           25.438 ,           28.679 ,           33.527 ,     221 ,     273 ,False          ,      87.644 ,        18 ,       1237 ,"[None, 2049, 2048, 2049, 2048, 2049]" ,"[2048, 2048, 2049, 2048, 2048, 2048]" ,"[2048, 2051, 2049, 2048, 2048, 2049, 2048]" ,       9531 ,     310
2024-06-09 18:29:36.789000+00:00 ,           14 ,           25.121 ,           27.365 ,           33.832 ,     212 ,     275 ,False          ,      86.318 ,        18 ,       1237 ,"[None, 2049, 2048, 2048, 2051, 2049]" ,"[2049, 2049, 2049, 2049, 2051, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 2049]" ,       9531 ,     303
2024-06-09 18:30:04.360000+00:00 ,           16 ,           25.31  ,           27.789 ,           34.18  ,     224 ,     264 ,False          ,      87.279 ,        18 ,       1237 ,"[2049, 2049, 2049, 2048, 2048, 2049]" ,"[2049, 2049, 2049, 2051, 2049, 2048]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     293
2024-06-09 18:29:59.957000+00:00 ,           18 ,           25.421 ,           27.492 ,           34.223 ,     218 ,     276 ,False          ,      87.136 ,        18 ,       1237 ,"[2048, 2049, 2048, 2048, 2048, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     305
2024-06-09 18:30:08.093000+00:00 ,           20 ,           25.645 ,           27.771 ,           34.017 ,     224 ,     272 ,False          ,      87.433 ,        18 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     326
2024-06-09 18:30:05.558000+00:00 ,           22 ,           25.377 ,           28.431 ,           33.924 ,     223 ,     271 ,False          ,      87.732 ,        18 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2048, 2048, 2049]" ,       9531 ,     307
2024-06-09 18:30:06.856000+00:00 ,           23 ,           25.601 ,           27.75  ,           33.403 ,     233 ,     275 ,False          ,      86.754 ,        18 ,       1237 ,"[None, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2051, 2051, 2049, 2048, 0]"    ,       9531 ,     327
2024-06-09 18:30:25.251000+00:00 ,           24 ,           25.754 ,           27.948 ,           34.013 ,     239 ,     274 ,False          ,      87.715 ,        18 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2049]" ,"[2049, 2049, 2049, 2049, 2049, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2048, 2049]" ,       9531 ,     302
2024-06-09 18:30:26.917000+00:00 ,           27 ,           25.73  ,           27.781 ,           33.831 ,     218 ,     273 ,False          ,      87.342 ,        18 ,       1237 ,"[2049, 2048, 2049, 2048, 2049, 2049]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2048, 2048, 2049, 2049, 2048, 2048, 2049]" ,       9531 ,     304
2024-06-09 18:30:10.482000+00:00 ,           31 ,           25.287 ,           28.15  ,           33.965 ,     226 ,     273 ,False          ,      87.402 ,        18 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2048]" ,"[2048, 2048, 2048, 2049, 2048, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:29:37.380000+00:00 ,           44 ,           25.103 ,           27.5   ,           33.41  ,     226 ,     277 ,False          ,      86.013 ,        18 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2048, 2048, 2051]" ,"[2049, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     326
2024-06-09 18:30:07.068000+00:00 ,           55 ,           26.265 ,           27.76  ,           33.454 ,     211 ,     276 ,False          ,      87.479 ,        18 ,       1237 ,"[None, 2048, 2048, 2048, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2048, 2049]" ,"[2049, 2049, 2048, 2048, 2049, 2049, 2048]" ,       9531 ,     322
2024-06-09 18:29:13.352000+00:00 ,           63 ,           25.612 ,           27.857 ,           33.888 ,     227 ,     273 ,False          ,      87.357 ,        18 ,       1237 ,"[2048, 2048, 2048, 2048, 2049, 2048]" ,"[2049, 2048, 2048, 2048, 2049, 2048]" ,"[2048, 2049, 2048, 2049, 2048, 2048, 2048]" ,       9531 ,     299
2024-06-09 18:30:17.052000+00:00 ,           77 ,           25.479 ,           27.835 ,           34.025 ,     216 ,     274 ,False          ,      87.339 ,        18 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2048]" ,"[2049, 2049, 2049, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2048, 2049, 2049, 2048]" ,       9531 ,     306
2024-06-09 18:29:23.616000+00:00 ,           81 ,           24.888 ,           27.607 ,           33.481 ,     239 ,     275 ,False          ,      85.976 ,        18 ,       1237 ,"[None, 2051, 2048, 2048, 2049, 2051]" ,"[2049, 2048, 2048, 2051, 2048, 2049]" ,"[2048, 2051, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:30:42.586000+00:00 ,            1 ,           24.992 ,           27.583 ,           33.426 ,     236 ,     274 ,False          ,      86.001 ,        19 ,       1237 ,"[None, 2049, 2048, 2051, 2048, 2048]" ,"[2048, 2049, 2049, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2048, 2048]" ,       9531 ,     305
2024-06-09 18:31:55.873000+00:00 ,            2 ,           25.569 ,           27.438 ,           33.477 ,     222 ,     277 ,False          ,      86.484 ,        19 ,       1237 ,"[None, 2049, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2048, 2049]" ,"[2048, 2049, 2048, 2048, 2048, 2049, 2048]" ,       9531 ,     326
2024-06-09 18:31:25.037000+00:00 ,            3 ,           25.059 ,           27.752 ,           33.868 ,     222 ,     273 ,False          ,      86.679 ,        19 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     302
2024-06-09 18:30:43.050000+00:00 ,            4 ,           25.11  ,           27.484 ,           33.183 ,     228 ,     276 ,False          ,      85.777 ,        19 ,       1237 ,"[None, 2048, 2048, 2048, 2049, 2049]" ,"[2048, 2049, 2051, 2048, 2049, 2049]" ,"[2048, 2049, 2049, 2049, 2049, 2048, 0]"    ,       9531 ,     320
2024-06-09 18:31:41.905000+00:00 ,           10 ,           25.486 ,           27.84  ,           34.086 ,         ,     272 ,False          ,      87.412 ,        19 ,       1237 ,"[None, 2049, 2048, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2049, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     303
2024-06-09 18:31:40.046000+00:00 ,           11 ,           25.344 ,           28.054 ,           33.603 ,     232 ,     275 ,False          ,      87.001 ,        19 ,       1237 ,"[2048, 2048, 2048, 2049, 2049, 2049]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2048, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     310
2024-06-09 18:31:03.178000+00:00 ,           14 ,           25.016 ,           27.406 ,           33.77  ,     217 ,     275 ,False          ,      86.192 ,        19 ,       1237 ,"[None, 2048, 2048, 2048, 2051, 2049]" ,"[2048, 2049, 2049, 2048, 2048, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049, 0]"    ,       9531 ,     303
2024-06-09 18:31:31.708000+00:00 ,           16 ,           25.162 ,           27.826 ,           34.119 ,     226 ,     265 ,False          ,      87.107 ,        19 ,       1237 ,"[2048, 2049, 2049, 2049, 2048, 2048]" ,"[2049, 2048, 2048, 2049, 2049, 2049]" ,"[2048, 2049, 2049, 2048, 2048, 2048, 2048]" ,       9531 ,     292
2024-06-09 18:31:27.052000+00:00 ,           18 ,           25.256 ,           27.788 ,           33.836 ,     220 ,     275 ,False          ,      86.88  ,        19 ,       1237 ,"[None, 2049, 2048, 2048, 2048, 2048]" ,"[2049, 2048, 2048, 2048, 2048, 2048]" ,"[2048, 2049, 2048, 2048, 2049, 2048, 2048]" ,       9531 ,     305
2024-06-09 18:31:35.479000+00:00 ,           20 ,           25.495 ,           28.429 ,           33.901 ,     226 ,     273 ,False          ,      87.825 ,        19 ,       1237 ,"[None, 2049, 2048, 2048, 2049, 2048]" ,"[2048, 2048, 2048, 2048, 2048, 2049]" ,"[2048, 2048, 2048, 2048, 2048, 2048, 2048]" ,       9531 ,     308
