date                             ,driver_number ,gap_to_leader ,interval ,meeting_key ,session_key
2024-06-09 19:04:33.183000+00:00 ,           44 ,6.18          ,0.787    ,       1237 ,       9531
2024-06-09 19:04:33.292000+00:00 ,           18 ,20.097        ,1.612    ,       1237 ,       9531
2024-06-09 19:04:33.512000+00:00 ,           20 ,28.845        ,1.289    ,       1237 ,       9531
2024-06-09 19:04:33.845000+00:00 ,            3 ,23.945        ,0.814    ,       1237 ,       9531
2024-06-09 19:04:33.900000+00:00 ,           27 ,29.159        ,0.314    ,       1237 ,       9531
2024-06-09 19:04:34.073000+00:00 ,           63 ,3.037         ,3.037    ,       1237 ,       9531
2024-06-09 19:04:34.329000+00:00 ,           24 ,32.918        ,3.782    ,       1237 ,       9531
2024-06-09 19:04:34.652000+00:00 ,           77 ,24.744        ,0.799    ,       1237 ,       9531
2024-06-09 19:04:35.488000+00:00 ,           14 ,16.559        ,10.473   ,       1237 ,       9531
2024-06-09 19:04:35.506000+00:00 ,            4 ,4.482         ,1.445    ,       1237 ,       9531
2024-06-09 19:04:35.768000+00:00 ,           23 ,22.528        ,2.431    ,       1237 ,       9531
2024-06-09 19:04:35.883000+00:00 ,           55 ,26.009        ,1.265    ,       1237 ,       9531
2024-06-09 19:04:36.503000+00:00 ,           81 ,5.391         ,0.909    ,       1237 ,       9531
2024-06-09 19:04:36.518000+00:00 ,           31 ,23.275        ,0.747    ,       1237 ,       9531
2024-06-09 19:04:36.820000+00:00 ,           10 ,26.951        ,0.942    ,       1237 ,       9531
2024-06-09 19:04:37.156000+00:00 ,           16 ,              ,67.504   ,       1237 ,       9531
2024-06-09 19:04:37.183000+00:00 ,           44 ,6.106         ,0.715    ,       1237 ,       9531
2024-06-09 19:04:37.280000+00:00 ,           63 ,2.977         ,2.977    ,       1237 ,       9531
2024-06-09 19:04:37.362000+00:00 ,            3 ,24.072        ,0.797    ,       1237 ,       9531
2024-06-09 19:04:37.453000+00:00 ,           11 ,              ,0.605    ,       1237 ,       9531
2024-06-09 19:04:37.577000+00:00 ,           22 ,18.575        ,2.016    ,       1237 ,       9531
2024-06-09 19:04:37.978000+00:00 ,           24 ,33.243        ,4.084    ,       1237 ,       9531
2024-06-09 19:04:38.126000+00:00 ,           77 ,24.855        ,0.783    ,       1237 ,       9531
2024-06-09 19:04:38.754000+00:00 ,           20 ,28.833        ,1.277    ,       1237 ,       9531
2024-06-09 19:04:38.774000+00:00 ,            4 ,4.408         ,1.431    ,       1237 ,       9531
2024-06-09 19:04:38.980000+00:00 ,           18 ,20.062        ,1.487    ,       1237 ,       9531
2024-06-09 19:04:39.061000+00:00 ,           27 ,29.169        ,0.336    ,       1237 ,       9531
2024-06-09 19:04:39.343000+00:00 ,           55 ,26.135        ,1.28     ,       1237 ,       9531
2024-06-09 19:04:39.589000+00:00 ,           81 ,5.328         ,0.92     ,       1237 ,       9531
2024-06-09 19:04:40.292000+00:00 ,           44 ,6.024         ,0.696    ,       1237 ,       9531
2024-06-09 19:04:40.302000+00:00 ,           10 ,27.069        ,0.934    ,       1237 ,       9531
2024-06-09 19:04:40.351000+00:00 ,           14 ,16.576        ,10.503   ,       1237 ,       9531
2024-06-09 19:04:40.386000+00:00 ,           16 ,              ,67.378   ,       1237 ,       9531
2024-06-09 19:04:41.032000+00:00 ,           11 ,27.799        ,0.73     ,       1237 ,       9531
2024-06-09 19:04:41.458000+00:00 ,           23 ,22.597        ,2.535    ,       1237 ,       9531
2024-06-09 19:04:42.212000+00:00 ,           20 ,28.967        ,1.168    ,       1237 ,       9531
2024-06-09 19:04:42.296000+00:00 ,           22 ,18.537        ,1.961    ,       1237 ,       9531
2024-06-09 19:04:42.395000+00:00 ,           31 ,23.359        ,0.762    ,       1237 ,       9531
2024-06-09 19:04:42.597000+00:00 ,           27 ,29.376        ,0.409    ,       1237 ,       9531
2024-06-09 19:04:43.008000+00:00 ,           63 ,2.947         ,2.947    ,       1237 ,       9531
2024-06-09 19:04:43.172000+00:00 ,           24 ,33.299        ,4.13     ,       1237 ,       9531
2024-06-09 19:04:43.472000+00:00 ,            3 ,24.592        ,1.233    ,       1237 ,       9531
2024-06-09 19:04:43.590000+00:00 ,           14 ,16.668        ,10.488   ,       1237 ,       9531
2024-06-09 19:04:43.974000+00:00 ,           18 ,20.194        ,1.657    ,       1237 ,       9531
2024-06-09 19:04:44.034000+00:00 ,           77 ,25.128        ,0.536    ,       1237 ,       9531
2024-06-09 19:04:44.418000+00:00 ,            4 ,4.406         ,1.459    ,       1237 ,       9531
2024-06-09 19:04:44.608000+00:00 ,           16 ,              ,67.337   ,       1237 ,       9531
2024-06-09 19:04:45.535000+00:00 ,           55 ,26.544        ,1.416    ,       1237 ,       9531
2024-06-09 19:04:45.586000+00:00 ,           22 ,18.642        ,1.974    ,       1237 ,       9531
2024-06-09 19:04:45.614000+00:00 ,           81 ,5.509         ,1.103    ,       1237 ,       9531
2024-06-09 19:04:46.136000+00:00 ,           44 ,6.062         ,0.553    ,       1237 ,       9531
2024-06-09 19:04:46.174000+00:00 ,           10 ,27.163        ,0.619    ,       1237 ,       9531
2024-06-09 19:04:46.451000+00:00 ,           23 ,22.7          ,2.506    ,       1237 ,       9531
2024-06-09 19:04:46.719000+00:00 ,           24 ,33.487        ,4.111    ,       1237 ,       9531
2024-06-09 19:04:46.928000+00:00 ,           11 ,27.96         ,0.797    ,       1237 ,       9531
2024-06-09 19:04:47.145000+00:00 ,           18 ,20.209        ,1.567    ,       1237 ,       9531
2024-06-09 19:04:47.203000+00:00 ,           31 ,23.448        ,0.748    ,       1237 ,       9531
2024-06-09 19:04:47.271000+00:00 ,           63 ,2.806         ,2.806    ,       1237 ,       9531
2024-06-09 19:04:47.654000+00:00 ,           14 ,16.623        ,10.517   ,       1237 ,       9531
2024-06-09 19:04:47.988000+00:00 ,           16 ,              ,67.396   ,       1237 ,       9531
2024-06-09 19:04:48.086000+00:00 ,           20 ,29.128        ,         ,       1237 ,       9531
2024-06-09 19:04:48.392000+00:00 ,            3 ,24.631        ,1.183    ,       1237 ,       9531
2024-06-09 19:04:48.786000+00:00 ,            4 ,4.315         ,1.509    ,       1237 ,       9531
2024-06-09 19:04:48.818000+00:00 ,           27 ,29.794        ,0.666    ,       1237 ,       9531
2024-06-09 19:04:49.021000+00:00 ,           77 ,25.274        ,0.643    ,       1237 ,       9531
2024-06-09 19:04:49.683000+00:00 ,           23 ,22.784        ,2.575    ,       1237 ,       9531
2024-06-09 19:04:49.708000+00:00 ,           22 ,18.656        ,2.033    ,       1237 ,       9531
2024-06-09 19:04:49.933000+00:00 ,           81 ,5.461         ,1.146    ,       1237 ,       9531
2024-06-09 19:04:50.369000+00:00 ,           55 ,26.541        ,1.267    ,       1237 ,       9531
2024-06-09 19:04:50.450000+00:00 ,           44 ,6.023         ,0.562    ,       1237 ,       9531
2024-06-09 19:04:50.556000+00:00 ,           31 ,23.625        ,0.841    ,       1237 ,       9531
2024-06-09 19:04:50.963000+00:00 ,           10 ,27.186        ,0.645    ,       1237 ,       9531
2024-06-09 19:04:51.044000+00:00 ,           14 ,16.685        ,10.661   ,       1237 ,       9531
2024-06-09 19:04:51.279000+00:00 ,           18 ,20.253        ,1.597    ,       1237 ,       9531
2024-06-09 19:04:51.736000+00:00 ,            3 ,24.819        ,1.194    ,       1237 ,       9531
2024-06-09 19:04:51.797000+00:00 ,           11 ,27.988        ,0.802    ,       1237 ,       9531
2024-06-09 19:04:52.355000+00:00 ,           77 ,25.408        ,0.589    ,       1237 ,       9531
2024-06-09 19:04:52.588000+00:00 ,           24 ,33.752        ,3.958    ,       1237 ,       9531
2024-06-09 19:04:52.931000+00:00 ,           22 ,18.638        ,1.953    ,       1237 ,       9531
2024-06-09 19:04:52.949000+00:00 ,           20 ,29.166        ,1.178    ,       1237 ,       9531
2024-06-09 19:04:52.949000+00:00 ,           63 ,2.759         ,2.759    ,       1237 ,       9531
2024-06-09 19:04:53.643000+00:00 ,           55 ,26.657        ,1.249    ,       1237 ,       9531
2024-06-09 19:04:53.746000+00:00 ,           23 ,22.694        ,2.441    ,       1237 ,       9531
2024-06-09 19:04:53.791000+00:00 ,           16 ,              ,67.438   ,       1237 ,       9531
2024-06-09 19:04:54.296000+00:00 ,           10 ,27.343        ,0.686    ,       1237 ,       9531
2024-06-09 19:04:54.439000+00:00 ,            4 ,4.243         ,1.484    ,       1237 ,       9531
2024-06-09 19:04:54.660000+00:00 ,           31 ,23.584        ,0.89     ,       1237 ,       9531
2024-06-09 19:04:54.705000+00:00 ,           18 ,20.356        ,1.718    ,       1237 ,       9531
2024-06-09 19:04:54.808000+00:00 ,           27 ,31.035        ,1.869    ,       1237 ,       9531
2024-06-09 19:04:55.101000+00:00 ,           11 ,28.138        ,0.795    ,       1237 ,       9531
2024-06-09 19:04:55.456000+00:00 ,           81 ,5.27          ,1.027    ,       1237 ,       9531
2024-06-09 19:04:55.816000+00:00 ,            3 ,24.798        ,1.214    ,       1237 ,       9531
2024-06-09 19:04:55.982000+00:00 ,           44 ,5.802         ,0.532    ,       1237 ,       9531
2024-06-09 19:04:56.429000+00:00 ,           20 ,29.448        ,1.31     ,       1237 ,       9531
2024-06-09 19:04:56.673000+00:00 ,           77 ,25.634        ,0.836    ,       1237 ,       9531
2024-06-09 19:04:56.874000+00:00 ,           14 ,16.795        ,10.733   ,       1237 ,       9531
2024-06-09 19:04:57.056000+00:00 ,           23 ,22.699        ,2.343    ,       1237 ,       9531
2024-06-09 19:04:57.657000+00:00 ,           24 ,33.908        ,2.873    ,       1237 ,       9531
2024-06-09 19:04:57.854000+00:00 ,           31 ,23.557        ,0.858    ,       1237 ,       9531
2024-06-09 19:04:57.870000+00:00 ,           55 ,26.801        ,1.167    ,       1237 ,       9531
2024-06-09 19:04:58.036000+00:00 ,           63 ,2.667         ,2.667    ,       1237 ,       9531
2024-06-09 19:04:58.252000+00:00 ,           27 ,31.275        ,1.827    ,       1237 ,       9531
2024-06-09 19:04:58.312000+00:00 ,           16 ,              ,67.089   ,       1237 ,       9531
2024-06-09 19:04:58.504000+00:00 ,           10 ,27.457        ,0.656    ,       1237 ,       9531
2024-06-09 19:04:58.691000+00:00 ,           22 ,18.703        ,1.908    ,       1237 ,       9531
2024-06-09 19:04:59.131000+00:00 ,            3 ,24.758        ,1.201    ,       1237 ,       9531
2024-06-09 19:04:59.164000+00:00 ,           11 ,28.139        ,0.682    ,       1237 ,       9531
2024-06-09 19:04:59.365000+00:00 ,            4 ,4.051         ,1.384    ,       1237 ,       9531
2024-06-09 19:04:59.970000+00:00 ,           77 ,25.665        ,0.907    ,       1237 ,       9531
2024-06-09 19:05:00.544000+00:00 ,           18 ,20.413        ,1.71     ,       1237 ,       9531
2024-06-09 19:05:00.544000+00:00 ,           20 ,29.459        ,1.32     ,       1237 ,       9531
2024-06-09 19:05:00.599000+00:00 ,           81 ,5.274         ,1.223    ,       1237 ,       9531
2024-06-09 19:05:01.136000+00:00 ,           63 ,2.701         ,2.701    ,       1237 ,       9531
2024-06-09 19:05:01.154000+00:00 ,           44 ,5.765         ,0.491    ,       1237 ,       9531
2024-06-09 19:05:01.206000+00:00 ,           55 ,26.85         ,1.185    ,       1237 ,       9531
2024-06-09 19:05:01.305000+00:00 ,           24 ,34.289        ,3.014    ,       1237 ,       9531
2024-06-09 19:05:01.316000+00:00 ,           14 ,16.834        ,10.811   ,       1237 ,       9531
2024-06-09 19:05:01.847000+00:00 ,           10 ,27.473        ,0.623    ,       1237 ,       9531
2024-06-09 19:05:02.454000+00:00 ,            4 ,4.04          ,1.339    ,       1237 ,       9531
2024-06-09 19:05:02.455000+00:00 ,           11 ,28.1          ,0.627    ,       1237 ,       9531
2024-06-09 19:05:02.455000+00:00 ,           27 ,31.42         ,1.961    ,       1237 ,       9531
2024-06-09 19:05:02.795000+00:00 ,           23 ,22.736        ,2.323    ,       1237 ,       9531
2024-06-09 19:05:03.258000+00:00 ,           22 ,18.819        ,1.985    ,       1237 ,       9531
2024-06-09 19:05:03.563000+00:00 ,           81 ,5.218         ,1.178    ,       1237 ,       9531
2024-06-09 19:05:03.709000+00:00 ,           20 ,29.409        ,1.309    ,       1237 ,       9531
2024-06-09 19:05:03.805000+00:00 ,           31 ,23.708        ,0.972    ,       1237 ,       9531
2024-06-09 19:05:03.932000+00:00 ,           16 ,              ,66.981   ,       1237 ,       9531
2024-06-09 19:05:04.064000+00:00 ,           44 ,5.717         ,0.499    ,       1237 ,       9531
2024-06-09 19:05:04.229000+00:00 ,           63 ,2.679         ,2.679    ,       1237 ,       9531
2024-06-09 19:05:04.846000+00:00 ,           18 ,20.377        ,1.558    ,       1237 ,       9531
2024-06-09 19:05:04.944000+00:00 ,            3 ,24.945        ,1.237    ,       1237 ,       9531
2024-06-09 19:05:05.540000+00:00 ,            4 ,3.999         ,1.32     ,       1237 ,       9531
2024-06-09 19:05:05.679000+00:00 ,           24 ,34.632        ,3.212    ,       1237 ,       9531
2024-06-09 19:05:05.737000+00:00 ,           77 ,25.674        ,0.729    ,       1237 ,       9531
2024-06-09 19:05:05.846000+00:00 ,           27 ,31.54         ,2.131    ,       1237 ,       9531
2024-06-09 19:05:06.716000+00:00 ,           81 ,5.158         ,1.159    ,       1237 ,       9531
2024-06-09 19:05:06.966000+00:00 ,           14 ,16.795        ,10.993   ,       1237 ,       9531
2024-06-09 19:05:06.999000+00:00 ,           55 ,26.929        ,1.255    ,       1237 ,       9531
2024-06-09 19:05:07.109000+00:00 ,           23 ,22.661        ,2.284    ,       1237 ,       9531
2024-06-09 19:05:07.188000+00:00 ,           44 ,5.643         ,0.485    ,       1237 ,       9531
2024-06-09 19:05:07.668000+00:00 ,           10 ,27.602        ,0.673    ,       1237 ,       9531
2024-06-09 19:05:08.035000+00:00 ,           31 ,23.597        ,0.936    ,       1237 ,       9531
2024-06-09 19:05:08.254000+00:00 ,           11 ,28.231        ,0.629    ,       1237 ,       9531
2024-06-09 19:05:08.937000+00:00 ,           22 ,18.767        ,1.972    ,       1237 ,       9531
2024-06-09 19:05:09.039000+00:00 ,           16 ,              ,66.617   ,       1237 ,       9531
2024-06-09 19:05:09.065000+00:00 ,           24 ,34.694        ,3.154    ,       1237 ,       9531
2024-06-09 19:05:09.458000+00:00 ,            3 ,24.991        ,1.394    ,       1237 ,       9531
2024-06-09 19:05:09.509000+00:00 ,           20 ,29.503        ,1.272    ,       1237 ,       9531
2024-06-09 19:05:10.255000+00:00 ,           77 ,25.812        ,0.821    ,       1237 ,       9531
2024-06-09 19:05:10.508000+00:00 ,           18 ,20.328        ,1.561    ,       1237 ,       9531
2024-06-09 19:05:11.336000+00:00 ,           55 ,26.893        ,1.081    ,       1237 ,       9531
2024-06-09 19:05:11.404000+00:00 ,           63 ,2.773         ,2.773    ,       1237 ,       9531
2024-06-09 19:05:11.748000+00:00 ,           27 ,31.684        ,2.181    ,       1237 ,       9531
2024-06-09 19:05:12.143000+00:00 ,           10 ,27.654        ,0.761    ,       1237 ,       9531
2024-06-09 19:05:12.217000+00:00 ,           14 ,16.899        ,11.134   ,       1237 ,       9531
2024-06-09 19:05:12.227000+00:00 ,           16 ,              ,66.481   ,       1237 ,       9531
2024-06-09 19:05:12.783000+00:00 ,           11 ,28.328        ,0.674    ,       1237 ,       9531
2024-06-09 19:05:12.799000+00:00 ,           23 ,22.608        ,2.28     ,       1237 ,       9531
2024-06-09 19:05:12.834000+00:00 ,            4 ,4.054         ,1.281    ,       1237 ,       9531
2024-06-09 19:05:13.645000+00:00 ,           31 ,23.45         ,0.842    ,       1237 ,       9531
2024-06-09 19:05:13.759000+00:00 ,           81 ,5.126         ,1.072    ,       1237 ,       9531
2024-06-09 19:05:14.043000+00:00 ,           22 ,18.744        ,1.845    ,       1237 ,       9531
2024-06-09 19:05:14.094000+00:00 ,           20 ,29.605        ,1.277    ,       1237 ,       9531
2024-06-09 19:05:14.478000+00:00 ,           44 ,5.815         ,0.689    ,       1237 ,       9531
2024-06-09 19:05:14.989000+00:00 ,           24 ,34.884        ,3.2      ,       1237 ,       9531
2024-06-09 19:05:15.083000+00:00 ,            3 ,24.904        ,1.454    ,       1237 ,       9531
2024-06-09 19:05:15.257000+00:00 ,           14 ,16.86         ,11.143   ,       1237 ,       9531
2024-06-09 19:05:15.390000+00:00 ,           16 ,              ,66.464   ,       1237 ,       9531
2024-06-09 19:05:15.728000+00:00 ,           18 ,20.386        ,1.642    ,       1237 ,       9531
2024-06-09 19:05:15.828000+00:00 ,           77 ,25.673        ,0.769    ,       1237 ,       9531
2024-06-09 19:05:16.201000+00:00 ,           27 ,31.717        ,2.112    ,       1237 ,       9531
2024-06-09 19:05:16.725000+00:00 ,           63 ,2.806         ,2.806    ,       1237 ,       9531
2024-06-09 19:05:17.018000+00:00 ,           55 ,26.825        ,1.152    ,       1237 ,       9531
2024-06-09 19:05:17.108000+00:00 ,           22 ,18.752        ,1.892    ,       1237 ,       9531
2024-06-09 19:05:17.653000+00:00 ,           10 ,27.467        ,0.642    ,       1237 ,       9531
2024-06-09 19:05:18.003000+00:00 ,            4 ,4.088         ,1.282    ,       1237 ,       9531
2024-06-09 19:05:18.170000+00:00 ,           23 ,22.839        ,2.453    ,       1237 ,       9531
2024-06-09 19:05:18.313000+00:00 ,           11 ,28.128        ,0.661    ,       1237 ,       9531
2024-06-09 19:05:18.368000+00:00 ,           14 ,16.813        ,11.17    ,       1237 ,       9531
2024-06-09 19:05:18.888000+00:00 ,           18 ,20.477        ,1.725    ,       1237 ,       9531
2024-06-09 19:05:19.059000+00:00 ,           31 ,23.717        ,0.878    ,       1237 ,       9531
2024-06-09 19:05:19.083000+00:00 ,           81 ,5.138         ,1.05     ,       1237 ,       9531
2024-06-09 19:05:19.416000+00:00 ,           24 ,35.001        ,3.284    ,       1237 ,       9531
2024-06-09 19:05:19.654000+00:00 ,           44 ,5.774         ,0.636    ,       1237 ,       9531
2024-06-09 19:05:19.708000+00:00 ,           20 ,29.531        ,1.403    ,       1237 ,       9531
2024-06-09 19:05:19.729000+00:00 ,           63 ,2.782         ,2.782    ,       1237 ,       9531
2024-06-09 19:05:20.294000+00:00 ,           22 ,18.708        ,1.895    ,       1237 ,       9531
2024-06-09 19:05:20.385000+00:00 ,            3 ,25.06         ,1.343    ,       1237 ,       9531
2024-06-09 19:05:21.001000+00:00 ,            4 ,4.07          ,1.288    ,       1237 ,       9531
2024-06-09 19:05:21.144000+00:00 ,           77 ,25.807        ,0.747    ,       1237 ,       9531
2024-06-09 19:05:21.238000+00:00 ,           23 ,22.884        ,2.407    ,       1237 ,       9531
2024-06-09 19:05:21.842000+00:00 ,           27 ,31.656        ,2.125    ,       1237 ,       9531
2024-06-09 19:05:21.998000+00:00 ,           18 ,20.458        ,1.75     ,       1237 ,       9531
2024-06-09 19:05:22.024000+00:00 ,           81 ,5.081         ,1.011    ,       1237 ,       9531
2024-06-09 19:05:22.187000+00:00 ,           31 ,23.812        ,0.928    ,       1237 ,       9531
2024-06-09 19:05:22.334000+00:00 ,           55 ,26.995        ,1.188    ,       1237 ,       9531
2024-06-09 19:05:22.613000+00:00 ,           44 ,5.682         ,0.601    ,       1237 ,       9531
2024-06-09 19:05:22.669000+00:00 ,           16 ,              ,66.401   ,       1237 ,       9531
2024-06-09 19:05:22.940000+00:00 ,           10 ,27.631        ,0.636    ,       1237 ,       9531
2024-06-09 19:05:23.471000+00:00 ,            3 ,25.129        ,1.317    ,       1237 ,       9531
2024-06-09 19:05:23.633000+00:00 ,           11 ,28.324        ,0.693    ,       1237 ,       9531
2024-06-09 19:05:24.188000+00:00 ,           77 ,25.84         ,0.711    ,       1237 ,       9531
2024-06-09 19:05:24.404000+00:00 ,           23 ,22.853        ,2.395    ,       1237 ,       9531
2024-06-09 19:05:24.579000+00:00 ,           63 ,2.744         ,2.744    ,       1237 ,       9531
2024-06-09 19:05:25.063000+00:00 ,           20 ,29.752        ,1.428    ,       1237 ,       9531
2024-06-09 19:05:25.172000+00:00 ,           24 ,34.991        ,3.335    ,       1237 ,       9531
2024-06-09 19:05:25.381000+00:00 ,           31 ,23.804        ,0.951    ,       1237 ,       9531
2024-06-09 19:05:25.438000+00:00 ,           55 ,27.062        ,1.222    ,       1237 ,       9531
2024-06-09 19:05:25.718000+00:00 ,           14 ,17.07         ,11.255   ,       1237 ,       9531
2024-06-09 19:05:25.891000+00:00 ,            4 ,4.045         ,1.301    ,       1237 ,       9531
2024-06-09 19:05:26.039000+00:00 ,           10 ,27.671        ,0.609    ,       1237 ,       9531
2024-06-09 19:05:26.658000+00:00 ,            3 ,25.119        ,1.315    ,       1237 ,       9531
2024-06-09 19:05:26.786000+00:00 ,           81 ,4.977         ,0.932    ,       1237 ,       9531
2024-06-09 19:05:26.895000+00:00 ,           11 ,28.53         ,0.859    ,       1237 ,       9531
2024-06-09 19:05:26.895000+00:00 ,           27 ,31.564        ,1.812    ,       1237 ,       9531
2024-06-09 19:05:27.146000+00:00 ,           44 ,5.345         ,0.368    ,       1237 ,       9531
2024-06-09 19:05:27.384000+00:00 ,           77 ,25.815        ,0.696    ,       1237 ,       9531
2024-06-09 19:05:27.587000+00:00 ,           22 ,18.953        ,1.883    ,       1237 ,       9531
2024-06-09 19:05:28.010000+00:00 ,           16 ,              ,66.449   ,       1237 ,       9531
2024-06-09 19:05:28.155000+00:00 ,           20 ,29.763        ,1.233    ,       1237 ,       9531
2024-06-09 19:05:28.590000+00:00 ,           55 ,27.048        ,1.233    ,       1237 ,       9531
2024-06-09 19:05:29.059000+00:00 ,           63 ,2.762         ,2.762    ,       1237 ,       9531
2024-06-09 19:05:29.166000+00:00 ,           10 ,27.643        ,0.595    ,       1237 ,       9531
2024-06-09 19:05:29.237000+00:00 ,           18 ,20.509        ,1.556    ,       1237 ,       9531
2024-06-09 19:05:29.965000+00:00 ,           27 ,31.583        ,1.82     ,       1237 ,       9531
2024-06-09 19:05:30.109000+00:00 ,           11 ,28.544        ,0.901    ,       1237 ,       9531
2024-06-09 19:05:30.347000+00:00 ,            4 ,3.994         ,1.232    ,       1237 ,       9531
2024-06-09 19:05:30.567000+00:00 ,           24 ,35.277        ,3.713    ,       1237 ,       9531
2024-06-09 19:05:31.094000+00:00 ,           16 ,              ,66.458   ,       1237 ,       9531
2024-06-09 19:05:31.182000+00:00 ,           14 ,17.199        ,11.425   ,       1237 ,       9531
2024-06-09 19:05:31.280000+00:00 ,           81 ,4.93          ,0.936    ,       1237 ,       9531
2024-06-09 19:05:31.317000+00:00 ,           20 ,29.723        ,1.179    ,       1237 ,       9531
2024-06-09 19:05:31.780000+00:00 ,           44 ,5.502         ,0.572    ,       1237 ,       9531
2024-06-09 19:05:31.830000+00:00 ,           23 ,23.058        ,2.549    ,       1237 ,       9531
2024-06-09 19:05:32.278000+00:00 ,           63 ,2.837         ,2.837    ,       1237 ,       9531
2024-06-09 19:05:32.466000+00:00 ,           31 ,23.838        ,0.78     ,       1237 ,       9531
2024-06-09 19:05:33.007000+00:00 ,           22 ,19.094        ,1.895    ,       1237 ,       9531
2024-06-09 19:05:33.127000+00:00 ,           27 ,31.573        ,1.85     ,       1237 ,       9531
2024-06-09 19:05:33.413000+00:00 ,            4 ,3.964         ,1.127    ,       1237 ,       9531
2024-06-09 19:05:33.821000+00:00 ,           24 ,35.465        ,3.882    ,       1237 ,       9531
2024-06-09 19:05:34.060000+00:00 ,            3 ,25.332        ,1.494    ,       1237 ,       9531
2024-06-09 19:05:34.130000+00:00 ,           14 ,17.182        ,11.5     ,       1237 ,       9531
2024-06-09 19:05:34.403000+00:00 ,           81 ,4.951         ,0.987    ,       1237 ,       9531
2024-06-09 19:05:34.472000+00:00 ,           18 ,20.549        ,1.455    ,       1237 ,       9531
2024-06-09 19:05:34.628000+00:00 ,            1 ,0.0           ,0.0      ,       1237 ,       9531
2024-06-09 19:05:34.718000+00:00 ,           77 ,25.963        ,0.631    ,       1237 ,       9531
2024-06-09 19:05:34.961000+00:00 ,           44 ,5.432         ,0.481    ,       1237 ,       9531
2024-06-09 19:05:35.711000+00:00 ,           55 ,27.062        ,1.099    ,       1237 ,       9531
2024-06-09 19:05:35.886000+00:00 ,           16 ,              ,66.511   ,       1237 ,       9531
2024-06-09 19:05:36.001000+00:00 ,           22 ,19.068        ,1.886    ,       1237 ,       9531
2024-06-09 19:05:36.380000+00:00 ,           10 ,27.736        ,0.674    ,       1237 ,       9531
2024-06-09 19:05:36.992000+00:00 ,           24 ,35.469        ,3.896    ,       1237 ,       9531
2024-06-09 19:05:37.029000+00:00 ,           23 ,23.11         ,2.561    ,       1237 ,       9531
2024-06-09 19:05:37.438000+00:00 ,           63 ,2.81          ,2.81     ,       1237 ,       9531
2024-06-09 19:05:37.520000+00:00 ,           18 ,20.52         ,1.452    ,       1237 ,       9531
2024-06-09 19:05:37.579000+00:00 ,           11 ,28.927        ,1.191    ,       1237 ,       9531
2024-06-09 19:05:37.735000+00:00 ,           31 ,23.809        ,0.699    ,       1237 ,       9531
2024-06-09 19:05:38.626000+00:00 ,            4 ,3.962         ,1.152    ,       1237 ,       9531
2024-06-09 19:05:38.640000+00:00 ,           20 ,29.957        ,1.03     ,       1237 ,       9531
2024-06-09 19:05:38.949000+00:00 ,           14 ,17.113        ,11.768   ,       1237 ,       9531
2024-06-09 19:05:39.257000+00:00 ,            3 ,25.322        ,1.513    ,       1237 ,       9531
2024-06-09 19:05:39.581000+00:00 ,           81 ,4.981         ,1.019    ,       1237 ,       9531
2024-06-09 19:05:39.875000+00:00 ,           77 ,25.978        ,0.656    ,       1237 ,       9531
2024-06-09 19:05:39.934000+00:00 ,           44 ,5.322         ,0.341    ,       1237 ,       9531
2024-06-09 19:05:40.029000+00:00 ,           23 ,23.076        ,2.556    ,       1237 ,       9531
2024-06-09 19:05:40.330000+00:00 ,           27 ,31.707        ,1.75     ,       1237 ,       9531
2024-06-09 19:05:40.457000+00:00 ,           16 ,              ,66.055   ,       1237 ,       9531
2024-06-09 19:05:40.652000+00:00 ,           63 ,2.804         ,2.804    ,       1237 ,       9531
2024-06-09 19:05:40.678000+00:00 ,           31 ,23.747        ,0.671    ,       1237 ,       9531
2024-06-09 19:05:40.808000+00:00 ,           22 ,18.976        ,1.863    ,       1237 ,       9531
2024-06-09 19:05:41.084000+00:00 ,           55 ,27.165        ,1.187    ,       1237 ,       9531
2024-06-09 19:05:41.777000+00:00 ,           10 ,27.844        ,0.679    ,       1237 ,       9531
2024-06-09 19:05:41.806000+00:00 ,            4 ,3.972         ,1.168    ,       1237 ,       9531
2024-06-09 19:05:42.205000+00:00 ,            3 ,25.266        ,1.519    ,       1237 ,       9531
2024-06-09 19:05:42.254000+00:00 ,           18 ,20.415        ,1.439    ,       1237 ,       9531
2024-06-09 19:05:42.837000+00:00 ,           81 ,5.0           ,1.028    ,       1237 ,       9531
2024-06-09 19:05:42.847000+00:00 ,           11 ,28.938        ,1.094    ,       1237 ,       9531
2024-06-09 19:05:42.847000+00:00 ,           77 ,25.908        ,0.642    ,       1237 ,       9531
2024-06-09 19:05:43.404000+00:00 ,           44 ,5.459         ,0.459    ,       1237 ,       9531
2024-06-09 19:05:43.595000+00:00 ,           14 ,17.247        ,11.745   ,       1237 ,       9531
2024-06-09 19:05:43.724000+00:00 ,           16 ,              ,65.78    ,       1237 ,       9531
2024-06-09 19:05:43.998000+00:00 ,           20 ,30.062        ,1.124    ,       1237 ,       9531
2024-06-09 19:05:44.089000+00:00 ,           55 ,27.145        ,1.237    ,       1237 ,       9531
2024-06-09 19:05:44.379000+00:00 ,           24 ,35.742        ,4.035    ,       1237 ,       9531
2024-06-09 19:05:44.714000+00:00 ,           10 ,27.79         ,0.645    ,       1237 ,       9531
2024-06-09 19:05:44.796000+00:00 ,           23 ,22.988        ,2.573    ,       1237 ,       9531
