date                             ,driver_number ,gap_to_leader ,interval ,meeting_key ,session_key
2024-06-09 18:12:13.125000+00:00 ,           44 ,18.036        ,1.301    ,       1237 ,       9531
2024-06-09 18:12:13.135000+00:00 ,            4 ,6.314         ,4.021    ,       1237 ,       9531
2024-06-09 18:12:13.562000+00:00 ,           27 ,18.498        ,0.462    ,       1237 ,       9531
2024-06-09 18:12:13.986000+00:00 ,            2 ,33.504        ,2.403    ,       1237 ,       9531
2024-06-09 18:12:14.312000+00:00 ,           24 ,42.196        ,3.761    ,       1237 ,       9531
2024-06-09 18:12:14.398000+00:00 ,           77 ,38.639        ,1.322    ,       1237 ,       9531
2024-06-09 18:12:14.484000+00:00 ,           23 ,30.461        ,3.876    ,       1237 ,       9531
2024-06-09 18:12:14.502000+00:00 ,            3 ,24.076        ,6.109    ,       1237 ,       9531
2024-06-09 18:12:14.946000+00:00 ,           18 ,24.555        ,0.479    ,       1237 ,       9531
2024-06-09 18:12:15.345000+00:00 ,           55 ,31.271        ,0.81     ,       1237 ,       9531
2024-06-09 18:12:15.479000+00:00 ,           20 ,8.677         ,2.363    ,       1237 ,       9531
2024-06-09 18:12:15.539000+00:00 ,           81 ,14.644        ,6.06     ,       1237 ,       9531
2024-06-09 18:12:15.988000+00:00 ,           16 ,25.56         ,1.005    ,       1237 ,       9531
2024-06-09 18:12:16.332000+00:00 ,            1 ,2.659         ,2.659    ,       1237 ,       9531
2024-06-09 18:12:16.376000+00:00 ,           31 ,36.019        ,2.515    ,       1237 ,       9531
2024-06-09 18:12:16.981000+00:00 ,            4 ,6.583         ,4.01     ,       1237 ,       9531
2024-06-09 18:12:17.114000+00:00 ,           11 ,36.728        ,0.709    ,       1237 ,       9531
2024-06-09 18:12:17.231000+00:00 ,           22 ,26.799        ,1.239    ,       1237 ,       9531
2024-06-09 18:12:17.726000+00:00 ,            2 ,33.722        ,2.451    ,       1237 ,       9531
2024-06-09 18:12:17.726000+00:00 ,           14 ,16.848        ,2.204    ,       1237 ,       9531
2024-06-09 18:12:17.750000+00:00 ,           10 ,37.367        ,0.639    ,       1237 ,       9531
2024-06-09 18:12:18.185000+00:00 ,           24 ,42.57         ,3.931    ,       1237 ,       9531
2024-06-09 18:12:18.930000+00:00 ,           77 ,38.557        ,1.19     ,       1237 ,       9531
2024-06-09 18:12:19.003000+00:00 ,           44 ,18.153        ,1.305    ,       1237 ,       9531
2024-06-09 18:12:19.219000+00:00 ,           20 ,8.875         ,2.292    ,       1237 ,       9531
2024-06-09 18:12:19.610000+00:00 ,           27 ,18.727        ,0.574    ,       1237 ,       9531
2024-06-09 18:12:19.949000+00:00 ,            3 ,24.966        ,6.468    ,       1237 ,       9531
2024-06-09 18:12:20.235000+00:00 ,           31 ,36.266        ,2.544    ,       1237 ,       9531
2024-06-09 18:12:20.354000+00:00 ,            4 ,6.659         ,4.0      ,       1237 ,       9531
2024-06-09 18:12:20.453000+00:00 ,           18 ,25.457        ,0.491    ,       1237 ,       9531
2024-06-09 18:12:20.847000+00:00 ,           11 ,36.846        ,0.58     ,       1237 ,       9531
2024-06-09 18:12:20.920000+00:00 ,           23 ,30.536        ,3.737    ,       1237 ,       9531
2024-06-09 18:12:21.361000+00:00 ,           16 ,26.266        ,0.809    ,       1237 ,       9531
2024-06-09 18:12:21.452000+00:00 ,           81 ,14.654        ,5.977    ,       1237 ,       9531
2024-06-09 18:12:21.657000+00:00 ,           55 ,31.229        ,0.693    ,       1237 ,       9531
2024-06-09 18:12:21.732000+00:00 ,           10 ,37.682        ,0.836    ,       1237 ,       9531
2024-06-09 18:12:22.520000+00:00 ,           22 ,27.535        ,1.269    ,       1237 ,       9531
2024-06-09 18:12:22.592000+00:00 ,           20 ,8.933         ,2.274    ,       1237 ,       9531
2024-06-09 18:12:22.758000+00:00 ,           77 ,38.805        ,1.123    ,       1237 ,       9531
2024-06-09 18:12:23.048000+00:00 ,           24 ,42.679        ,4.122    ,       1237 ,       9531
2024-06-09 18:12:23.651000+00:00 ,           14 ,16.905        ,2.251    ,       1237 ,       9531
2024-06-09 18:12:24.570000+00:00 ,            1 ,2.28          ,2.28     ,       1237 ,       9531
2024-06-09 18:12:25.047000+00:00 ,           44 ,18.258        ,1.353    ,       1237 ,       9531
2024-06-09 18:12:25.192000+00:00 ,           81 ,14.811        ,5.936    ,       1237 ,       9531
2024-06-09 18:12:25.699000+00:00 ,           27 ,18.901        ,0.643    ,       1237 ,       9531
2024-06-09 18:12:25.865000+00:00 ,           23 ,30.91         ,3.375    ,       1237 ,       9531
2024-06-09 18:12:26.003000+00:00 ,            3 ,25.162        ,6.435    ,       1237 ,       9531
2024-06-09 18:12:26.655000+00:00 ,           18 ,25.746        ,0.584    ,       1237 ,       9531
2024-06-09 18:12:26.853000+00:00 ,           55 ,31.82         ,0.91     ,       1237 ,       9531
2024-06-09 18:12:26.869000+00:00 ,           31 ,36.483        ,         ,       1237 ,       9531
2024-06-09 18:12:26.935000+00:00 ,           24 ,42.993        ,4.188    ,       1237 ,       9531
2024-06-09 18:12:27.436000+00:00 ,           14 ,17.068        ,2.257    ,       1237 ,       9531
2024-06-09 18:12:27.511000+00:00 ,           11 ,37.056        ,         ,       1237 ,       9531
2024-06-09 18:12:27.548000+00:00 ,           16 ,26.649        ,0.903    ,       1237 ,       9531
2024-06-09 18:12:28.071000+00:00 ,           10 ,37.629        ,         ,       1237 ,       9531
2024-06-09 18:12:28.439000+00:00 ,            4 ,6.168         ,3.888    ,       1237 ,       9531
2024-06-09 18:12:28.585000+00:00 ,           81 ,14.856        ,5.923    ,       1237 ,       9531
2024-06-09 18:12:28.757000+00:00 ,           22 ,27.9          ,1.251    ,       1237 ,       9531
2024-06-09 18:12:28.828000+00:00 ,           44 ,18.479        ,1.411    ,       1237 ,       9531
2024-06-09 18:12:29.381000+00:00 ,           77 ,38.96         ,         ,       1237 ,       9531
2024-06-09 18:12:29.576000+00:00 ,           27 ,19.195        ,0.716    ,       1237 ,       9531
2024-06-09 18:12:30.401000+00:00 ,            1 ,2.668         ,2.668    ,       1237 ,       9531
2024-06-09 18:12:30.824000+00:00 ,           14 ,17.135        ,2.279    ,       1237 ,       9531
2024-06-09 18:12:30.878000+00:00 ,           20 ,8.657         ,2.489    ,       1237 ,       9531
2024-06-09 18:12:31.691000+00:00 ,           31 ,36.699        ,4.879    ,       1237 ,       9531
2024-06-09 18:12:32.018000+00:00 ,           23 ,31.143        ,3.243    ,       1237 ,       9531
2024-06-09 18:12:32.173000+00:00 ,            3 ,25.372        ,6.471    ,       1237 ,       9531
2024-06-09 18:12:32.213000+00:00 ,           44 ,18.549        ,1.414    ,       1237 ,       9531
2024-06-09 18:12:32.577000+00:00 ,           11 ,37.59         ,0.891    ,       1237 ,       9531
2024-06-09 18:12:32.912000+00:00 ,           18 ,26.113        ,0.741    ,       1237 ,       9531
2024-06-09 18:12:32.943000+00:00 ,           55 ,32.075        ,0.932    ,       1237 ,       9531
2024-06-09 18:12:32.987000+00:00 ,           27 ,19.309        ,0.76     ,       1237 ,       9531
2024-06-09 18:12:33.358000+00:00 ,           16 ,26.529        ,0.416    ,       1237 ,       9531
2024-06-09 18:12:33.407000+00:00 ,           10 ,38.393        ,0.803    ,       1237 ,       9531
2024-06-09 18:12:33.544000+00:00 ,            1 ,2.705         ,2.705    ,       1237 ,       9531
2024-06-09 18:12:33.972000+00:00 ,           24 ,43.534        ,         ,       1237 ,       9531
2024-06-09 18:12:34.541000+00:00 ,            4 ,6.76          ,4.092    ,       1237 ,       9531
2024-06-09 18:12:34.541000+00:00 ,           77 ,39.467        ,1.074    ,       1237 ,       9531
2024-06-09 18:12:35.043000+00:00 ,           22 ,28.244        ,1.715    ,       1237 ,       9531
2024-06-09 18:12:36.066000+00:00 ,            3 ,25.732        ,6.537    ,       1237 ,       9531
2024-06-09 18:12:36.505000+00:00 ,           81 ,14.328        ,5.671    ,       1237 ,       9531
2024-06-09 18:12:36.814000+00:00 ,           18 ,26.467        ,0.735    ,       1237 ,       9531
2024-06-09 18:12:36.943000+00:00 ,           20 ,9.194         ,2.434    ,       1237 ,       9531
2024-06-09 18:12:37.189000+00:00 ,           16 ,26.82         ,0.353    ,       1237 ,       9531
2024-06-09 18:12:37.632000+00:00 ,            4 ,6.785         ,4.08     ,       1237 ,       9531
2024-06-09 18:12:37.763000+00:00 ,           31 ,36.888        ,4.813    ,       1237 ,       9531
2024-06-09 18:12:38.207000+00:00 ,           23 ,31.412        ,3.168    ,       1237 ,       9531
2024-06-09 18:12:38.443000+00:00 ,            1 ,2.676         ,2.676    ,       1237 ,       9531
2024-06-09 18:12:38.708000+00:00 ,           11 ,37.797        ,0.909    ,       1237 ,       9531
2024-06-09 18:12:38.776000+00:00 ,           22 ,28.417        ,1.597    ,       1237 ,       9531
2024-06-09 18:12:38.918000+00:00 ,           55 ,32.081        ,0.669    ,       1237 ,       9531
2024-06-09 18:12:39.005000+00:00 ,           24 ,43.956        ,4.489    ,       1237 ,       9531
2024-06-09 18:12:39.166000+00:00 ,           14 ,17.008        ,2.68     ,       1237 ,       9531
2024-06-09 18:12:39.482000+00:00 ,            3 ,25.815        ,6.506    ,       1237 ,       9531
2024-06-09 18:12:39.610000+00:00 ,           10 ,38.743        ,0.946    ,       1237 ,       9531
2024-06-09 18:12:40.081000+00:00 ,           20 ,9.229         ,2.444    ,       1237 ,       9531
2024-06-09 18:12:40.354000+00:00 ,           18 ,26.617        ,0.802    ,       1237 ,       9531
2024-06-09 18:12:40.612000+00:00 ,           44 ,18.292        ,1.284    ,       1237 ,       9531
2024-06-09 18:12:40.648000+00:00 ,           16 ,26.98         ,0.363    ,       1237 ,       9531
2024-06-09 18:12:40.806000+00:00 ,           77 ,39.951        ,1.208    ,       1237 ,       9531
2024-06-09 18:12:41.473000+00:00 ,           27 ,19.295        ,1.003    ,       1237 ,       9531
2024-06-09 18:12:41.933000+00:00 ,           23 ,31.596        ,3.179    ,       1237 ,       9531
2024-06-09 18:12:42.145000+00:00 ,           22 ,28.469        ,1.489    ,       1237 ,       9531
2024-06-09 18:12:42.604000+00:00 ,           81 ,14.794        ,5.6      ,       1237 ,       9531
2024-06-09 18:12:42.612000+00:00 ,            4 ,6.811         ,4.135    ,       1237 ,       9531
2024-06-09 18:12:42.718000+00:00 ,           55 ,32.32         ,0.724    ,       1237 ,       9531
2024-06-09 18:12:43.484000+00:00 ,            1 ,2.551         ,2.551    ,       1237 ,       9531
2024-06-09 18:12:44.211000+00:00 ,           31 ,37.386        ,5.305    ,       1237 ,       9531
2024-06-09 18:12:44.947000+00:00 ,           11 ,38.148        ,0.762    ,       1237 ,       9531
2024-06-09 18:12:45.033000+00:00 ,           20 ,9.249         ,2.438    ,       1237 ,       9531
2024-06-09 18:12:45.080000+00:00 ,           14 ,17.323        ,2.529    ,       1237 ,       9531
2024-06-09 18:12:45.203000+00:00 ,           24 ,44.311        ,4.36     ,       1237 ,       9531
2024-06-09 18:12:45.304000+00:00 ,           23 ,31.637        ,3.168    ,       1237 ,       9531
2024-06-09 18:12:45.594000+00:00 ,            2 ,55.128        ,11.594   ,       1237 ,       9531
2024-06-09 18:12:45.653000+00:00 ,           81 ,14.816        ,5.587    ,       1237 ,       9531
2024-06-09 18:12:45.786000+00:00 ,           10 ,38.967        ,0.819    ,       1237 ,       9531
2024-06-09 18:12:46.043000+00:00 ,           55 ,32.377        ,0.74     ,       1237 ,       9531
2024-06-09 18:12:46.605000+00:00 ,           44 ,18.809        ,1.486    ,       1237 ,       9531
2024-06-09 18:12:47.047000+00:00 ,           77 ,40.278        ,1.311    ,       1237 ,       9531
2024-06-09 18:12:47.163000+00:00 ,            1 ,2.443         ,2.443    ,       1237 ,       9531
2024-06-09 18:12:47.217000+00:00 ,            4 ,6.267         ,3.716    ,       1237 ,       9531
2024-06-09 18:12:47.560000+00:00 ,           27 ,19.809        ,1.0      ,       1237 ,       9531
2024-06-09 18:12:47.945000+00:00 ,           31 ,37.586        ,5.266    ,       1237 ,       9531
2024-06-09 18:12:48.158000+00:00 ,           14 ,17.361        ,2.545    ,       1237 ,       9531
2024-06-09 18:12:48.300000+00:00 ,            3 ,26.015        ,6.72     ,       1237 ,       9531
2024-06-09 18:12:48.650000+00:00 ,           18 ,26.472        ,0.457    ,       1237 ,       9531
2024-06-09 18:12:48.837000+00:00 ,           11 ,38.489        ,0.903    ,       1237 ,       9531
2024-06-09 18:12:49.078000+00:00 ,           16 ,26.755        ,0.283    ,       1237 ,       9531
2024-06-09 18:12:49.634000+00:00 ,           44 ,18.812        ,1.451    ,       1237 ,       9531
2024-06-09 18:12:49.705000+00:00 ,           10 ,39.302        ,0.813    ,       1237 ,       9531
2024-06-09 18:12:50.165000+00:00 ,           63 ,0.0           ,0.0      ,       1237 ,       9531
2024-06-09 18:12:50.222000+00:00 ,           20 ,9.253         ,2.986    ,       1237 ,       9531
2024-06-09 18:12:50.456000+00:00 ,           22 ,28.182        ,1.427    ,       1237 ,       9531
2024-06-09 18:12:50.575000+00:00 ,           81 ,14.787        ,5.538    ,       1237 ,       9531
2024-06-09 18:12:50.754000+00:00 ,           27 ,19.902        ,1.09     ,       1237 ,       9531
2024-06-09 18:12:50.952000+00:00 ,           77 ,40.592        ,1.29     ,       1237 ,       9531
2024-06-09 18:12:50.985000+00:00 ,            2 ,56.002        ,12.046   ,       1237 ,       9531
2024-06-09 18:12:51.330000+00:00 ,           31 ,37.648        ,5.271    ,       1237 ,       9531
2024-06-09 18:12:51.340000+00:00 ,            4 ,6.687         ,4.244    ,       1237 ,       9531
2024-06-09 18:12:51.409000+00:00 ,           24 ,44.641        ,4.363    ,       1237 ,       9531
2024-06-09 18:12:52.241000+00:00 ,           11 ,38.565        ,0.917    ,       1237 ,       9531
2024-06-09 18:12:52.553000+00:00 ,            1 ,2.453         ,2.453    ,       1237 ,       9531
2024-06-09 18:12:53.086000+00:00 ,           10 ,39.395        ,0.83     ,       1237 ,       9531
2024-06-09 18:12:53.131000+00:00 ,           14 ,17.33         ,2.543    ,       1237 ,       9531
2024-06-09 18:12:54.142000+00:00 ,           23 ,31.824        ,3.642    ,       1237 ,       9531
2024-06-09 18:12:54.319000+00:00 ,            3 ,26.559        ,6.75     ,       1237 ,       9531
2024-06-09 18:12:54.351000+00:00 ,           20 ,9.563         ,2.876    ,       1237 ,       9531
2024-06-09 18:12:54.372000+00:00 ,           77 ,40.683        ,1.288    ,       1237 ,       9531
2024-06-09 18:12:54.546000+00:00 ,           44 ,18.726        ,1.396    ,       1237 ,       9531
2024-06-09 18:12:54.903000+00:00 ,           55 ,32.513        ,0.689    ,       1237 ,       9531
2024-06-09 18:12:55.018000+00:00 ,           18 ,27.221        ,0.662    ,       1237 ,       9531
2024-06-09 18:12:55.243000+00:00 ,           24 ,44.866        ,4.274    ,       1237 ,       9531
2024-06-09 18:12:55.391000+00:00 ,           16 ,27.614        ,0.393    ,       1237 ,       9531
2024-06-09 18:12:55.400000+00:00 ,           81 ,14.483        ,5.23     ,       1237 ,       9531
2024-06-09 18:12:55.771000+00:00 ,           27 ,19.988        ,1.262    ,       1237 ,       9531
2024-06-09 18:12:56.133000+00:00 ,            1 ,2.417         ,2.417    ,       1237 ,       9531
2024-06-09 18:12:56.873000+00:00 ,           22 ,29.129        ,1.515    ,       1237 ,       9531
2024-06-09 18:12:57.401000+00:00 ,            2 ,56.483        ,12.172   ,       1237 ,       9531
2024-06-09 18:12:57.424000+00:00 ,            3 ,26.596        ,6.694    ,       1237 ,       9531
2024-06-09 18:12:58.091000+00:00 ,           18 ,27.272        ,0.676    ,       1237 ,       9531
2024-06-09 18:12:58.118000+00:00 ,           14 ,17.201        ,2.718    ,       1237 ,       9531
2024-06-09 18:12:58.419000+00:00 ,            4 ,8.301         ,5.848    ,       1237 ,       9531
2024-06-09 18:12:58.583000+00:00 ,           24 ,44.922        ,4.239    ,       1237 ,       9531
2024-06-09 18:12:58.605000+00:00 ,           16 ,27.761        ,0.489    ,       1237 ,       9531
2024-06-09 18:12:59.139000+00:00 ,           81 ,14.432        ,4.869    ,       1237 ,       9531
2024-06-09 18:12:59.583000+00:00 ,           44 ,18.697        ,1.496    ,       1237 ,       9531
2024-06-09 18:12:59.683000+00:00 ,           31 ,37.424        ,4.911    ,       1237 ,       9531
2024-06-09 18:12:59.823000+00:00 ,           20 ,9.696         ,1.395    ,       1237 ,       9531
2024-06-09 18:13:00.017000+00:00 ,           22 ,29.181        ,1.42     ,       1237 ,       9531
2024-06-09 18:13:00.183000+00:00 ,           23 ,32.39         ,3.261    ,       1237 ,       9531
2024-06-09 18:13:00.510000+00:00 ,           11 ,38.222        ,0.798    ,       1237 ,       9531
2024-06-09 18:13:00.804000+00:00 ,           27 ,19.901        ,1.204    ,       1237 ,       9531
2024-06-09 18:13:00.842000+00:00 ,           55 ,33.069        ,0.679    ,       1237 ,       9531
2024-06-09 18:13:01.529000+00:00 ,           10 ,39.267        ,1.045    ,       1237 ,       9531
2024-06-09 18:13:01.890000+00:00 ,            4 ,8.27          ,5.853    ,       1237 ,       9531
2024-06-09 18:13:02.051000+00:00 ,            1 ,2.296         ,2.296    ,       1237 ,       9531
2024-06-09 18:13:02.303000+00:00 ,            3 ,26.548        ,6.56     ,       1237 ,       9531
2024-06-09 18:13:02.552000+00:00 ,           14 ,17.899        ,3.467    ,       1237 ,       9531
2024-06-09 18:13:02.758000+00:00 ,           77 ,40.477        ,1.21     ,       1237 ,       9531
2024-06-09 18:13:03.008000+00:00 ,           18 ,27.207        ,0.659    ,       1237 ,       9531
2024-06-09 18:13:03.219000+00:00 ,           23 ,32.406        ,3.225    ,       1237 ,       9531
2024-06-09 18:13:03.535000+00:00 ,           44 ,18.814        ,0.915    ,       1237 ,       9531
2024-06-09 18:13:03.567000+00:00 ,           20 ,9.869         ,1.599    ,       1237 ,       9531
2024-06-09 18:13:03.650000+00:00 ,           16 ,27.848        ,0.641    ,       1237 ,       9531
2024-06-09 18:13:03.749000+00:00 ,            2 ,56.941        ,12.3     ,       1237 ,       9531
2024-06-09 18:13:03.904000+00:00 ,           55 ,33.095        ,0.689    ,       1237 ,       9531
2024-06-09 18:13:04.567000+00:00 ,           81 ,14.456        ,4.76     ,       1237 ,       9531
2024-06-09 18:13:04.873000+00:00 ,           27 ,20.206        ,1.392    ,       1237 ,       9531
2024-06-09 18:13:04.892000+00:00 ,           22 ,29.095        ,1.247    ,       1237 ,       9531
2024-06-09 18:13:05.877000+00:00 ,           31 ,38.128        ,5.059    ,       1237 ,       9531
2024-06-09 18:13:06.585000+00:00 ,           11 ,38.824        ,0.696    ,       1237 ,       9531
2024-06-09 18:13:07.060000+00:00 ,            1 ,2.395         ,2.395    ,       1237 ,       9531
2024-06-09 18:13:07.342000+00:00 ,            3 ,26.485        ,6.584    ,       1237 ,       9531
2024-06-09 18:13:07.356000+00:00 ,           24 ,45.058        ,4.581    ,       1237 ,       9531
2024-06-09 18:13:07.548000+00:00 ,            2 ,57.17         ,12.304   ,       1237 ,       9531
2024-06-09 18:13:07.769000+00:00 ,            4 ,7.99          ,5.694    ,       1237 ,       9531
2024-06-09 18:13:07.788000+00:00 ,           10 ,40.012        ,1.188    ,       1237 ,       9531
2024-06-09 18:13:08.107000+00:00 ,           23 ,32.326        ,3.231    ,       1237 ,       9531
2024-06-09 18:13:08.193000+00:00 ,           81 ,14.48         ,4.611    ,       1237 ,       9531
2024-06-09 18:13:08.230000+00:00 ,           18 ,27.314        ,0.829    ,       1237 ,       9531
2024-06-09 18:13:08.832000+00:00 ,           55 ,33.017        ,0.691    ,       1237 ,       9531
2024-06-09 18:13:08.849000+00:00 ,           16 ,27.903        ,0.589    ,       1237 ,       9531
2024-06-09 18:13:08.949000+00:00 ,           77 ,41.157        ,1.145    ,       1237 ,       9531
2024-06-09 18:13:09.063000+00:00 ,           31 ,38.201        ,5.106    ,       1237 ,       9531
2024-06-09 18:13:09.284000+00:00 ,           14 ,19.188        ,4.732    ,       1237 ,       9531
2024-06-09 18:13:09.368000+00:00 ,           44 ,19.235        ,0.047    ,       1237 ,       9531
2024-06-09 18:13:09.656000+00:00 ,           11 ,38.843        ,0.642    ,       1237 ,       9531
2024-06-09 18:13:09.673000+00:00 ,           20 ,9.899         ,1.909    ,       1237 ,       9531
2024-06-09 18:13:10.199000+00:00 ,           22 ,29.233        ,1.33     ,       1237 ,       9531
2024-06-09 18:13:10.463000+00:00 ,            1 ,2.398         ,2.398    ,       1237 ,       9531
2024-06-09 18:13:10.594000+00:00 ,           27 ,20.508        ,1.273    ,       1237 ,       9531
2024-06-09 18:13:10.931000+00:00 ,            2 ,57.245        ,12.323   ,       1237 ,       9531
2024-06-09 18:13:10.931000+00:00 ,           10 ,40.077        ,1.234    ,       1237 ,       9531
2024-06-09 18:13:11.294000+00:00 ,            3 ,26.598        ,6.392    ,       1237 ,       9531
2024-06-09 18:13:12.007000+00:00 ,           77 ,41.188        ,1.111    ,       1237 ,       9531
2024-06-09 18:13:12.029000+00:00 ,           18 ,27.39         ,0.792    ,       1237 ,       9531
2024-06-09 18:13:12.464000+00:00 ,           16 ,27.771        ,0.381    ,       1237 ,       9531
2024-06-09 18:13:13.046000+00:00 ,           14 ,19.366        ,4.886    ,       1237 ,       9531
2024-06-09 18:13:13.103000+00:00 ,            4 ,8.42          ,6.025    ,       1237 ,       9531
2024-06-09 18:13:13.220000+00:00 ,           23 ,32.313        ,3.08     ,       1237 ,       9531
2024-06-09 18:13:13.252000+00:00 ,           44 ,19.623        ,0.257    ,       1237 ,       9531
2024-06-09 18:13:13.293000+00:00 ,           24 ,45.561        ,4.404    ,       1237 ,       9531
2024-06-09 18:13:13.962000+00:00 ,           22 ,29.228        ,1.457    ,       1237 ,       9531
2024-06-09 18:13:14.076000+00:00 ,           31 ,38.233        ,5.216    ,       1237 ,       9531
2024-06-09 18:13:14.076000+00:00 ,           55 ,33.057        ,0.744    ,       1237 ,       9531
2024-06-09 18:13:14.128000+00:00 ,           81 ,14.291        ,4.392    ,       1237 ,       9531
2024-06-09 18:13:14.407000+00:00 ,           27 ,20.693        ,1.07     ,       1237 ,       9531
2024-06-09 18:13:14.496000+00:00 ,           11 ,38.728        ,0.495    ,       1237 ,       9531
2024-06-09 18:13:14.813000+00:00 ,           20 ,10.145        ,1.725    ,       1237 ,       9531
2024-06-09 18:13:15.053000+00:00 ,            1 ,2.382         ,2.382    ,       1237 ,       9531
2024-06-09 18:13:15.815000+00:00 ,           10 ,40.053        ,1.325    ,       1237 ,       9531
2024-06-09 18:13:16.423000+00:00 ,           24 ,45.596        ,4.408    ,       1237 ,       9531
2024-06-09 18:13:16.727000+00:00 ,            4 ,8.626         ,6.228    ,       1237 ,       9531
2024-06-09 18:13:16.919000+00:00 ,            3 ,26.793        ,6.285    ,       1237 ,       9531
2024-06-09 18:13:16.938000+00:00 ,           77 ,41.14         ,1.087    ,       1237 ,       9531
2024-06-09 18:13:16.970000+00:00 ,           23 ,32.281        ,3.053    ,       1237 ,       9531
2024-06-09 18:13:17.597000+00:00 ,           18 ,27.484        ,0.691    ,       1237 ,       9531
2024-06-09 18:13:17.693000+00:00 ,           55 ,33.023        ,0.742    ,       1237 ,       9531
2024-06-09 18:13:18.122000+00:00 ,           16 ,27.993        ,0.509    ,       1237 ,       9531
2024-06-09 18:13:18.276000+00:00 ,           20 ,10.176        ,1.55     ,       1237 ,       9531
2024-06-09 18:13:18.635000+00:00 ,            1 ,2.434         ,2.434    ,       1237 ,       9531
2024-06-09 18:13:19.224000+00:00 ,           14 ,19.401        ,5.11     ,       1237 ,       9531
2024-06-09 18:13:19.291000+00:00 ,           81 ,14.589        ,4.444    ,       1237 ,       9531
2024-06-09 18:13:19.329000+00:00 ,           31 ,38.423        ,5.366    ,       1237 ,       9531
2024-06-09 18:13:19.462000+00:00 ,           22 ,29.315        ,1.322    ,       1237 ,       9531
2024-06-09 18:13:19.520000+00:00 ,            2 ,57.311        ,12.253   ,       1237 ,       9531
2024-06-09 18:13:19.794000+00:00 ,           11 ,38.909        ,0.486    ,       1237 ,       9531
2024-06-09 18:13:20.597000+00:00 ,            3 ,26.923        ,6.23     ,       1237 ,       9531
2024-06-09 18:13:20.922000+00:00 ,           27 ,21.078        ,         ,       1237 ,       9531
2024-06-09 18:13:21.117000+00:00 ,           10 ,40.148        ,1.239    ,       1237 ,       9531
2024-06-09 18:13:21.167000+00:00 ,           18 ,27.547        ,0.624    ,       1237 ,       9531
2024-06-09 18:13:21.259000+00:00 ,            4 ,8.581         ,6.199    ,       1237 ,       9531
2024-06-09 18:13:21.331000+00:00 ,           24 ,45.568        ,4.428    ,       1237 ,       9531
2024-06-09 18:13:21.787000+00:00 ,           16 ,28.114        ,0.567    ,       1237 ,       9531
2024-06-09 18:13:22.351000+00:00 ,           77 ,41.405        ,1.257    ,       1237 ,       9531
2024-06-09 18:13:22.408000+00:00 ,           23 ,32.307        ,2.992    ,       1237 ,       9531
2024-06-09 18:13:22.790000+00:00 ,           81 ,14.736        ,4.56     ,       1237 ,       9531
2024-06-09 18:13:23.174000+00:00 ,           22 ,29.492        ,1.378    ,       1237 ,       9531
2024-06-09 18:13:23.199000+00:00 ,           31 ,38.45         ,5.427    ,       1237 ,       9531
2024-06-09 18:13:23.210000+00:00 ,           20 ,10.52         ,1.939    ,       1237 ,       9531
2024-06-09 18:13:23.332000+00:00 ,           55 ,33.225        ,0.918    ,       1237 ,       9531
2024-06-09 18:13:23.640000+00:00 ,           11 ,38.943        ,0.493    ,       1237 ,       9531
2024-06-09 18:13:24.458000+00:00 ,           14 ,19.769        ,5.18     ,       1237 ,       9531
2024-06-09 18:13:24.494000+00:00 ,           44 ,19.793        ,         ,       1237 ,       9531
2024-06-09 18:13:24.664000+00:00 ,            1 ,2.198         ,2.198    ,       1237 ,       9531
2024-06-09 18:13:24.780000+00:00 ,            4 ,8.622         ,6.188    ,       1237 ,       9531
2024-06-09 18:13:24.864000+00:00 ,           10 ,40.222        ,1.279    ,       1237 ,       9531
2024-06-09 18:13:25.535000+00:00 ,            2 ,57.753        ,12.192   ,       1237 ,       9531
2024-06-09 18:13:25.972000+00:00 ,           27 ,21.278        ,1.485    ,       1237 ,       9531
2024-06-09 18:13:26.156000+00:00 ,           77 ,41.468        ,1.246    ,       1237 ,       9531
2024-06-09 18:13:26.301000+00:00 ,           23 ,32.624        ,3.132    ,       1237 ,       9531
2024-06-09 18:13:26.690000+00:00 ,            3 ,              ,5.845    ,       1237 ,       9531
2024-06-09 18:13:26.864000+00:00 ,           24 ,45.899        ,4.494    ,       1237 ,       9531
2024-06-09 18:13:26.903000+00:00 ,           20 ,10.674        ,2.052    ,       1237 ,       9531
2024-06-09 18:13:27.116000+00:00 ,           55 ,33.458        ,0.834    ,       1237 ,       9531
2024-06-09 18:13:27.439000+00:00 ,           18 ,27.525        ,0.602    ,       1237 ,       9531
2024-06-09 18:13:27.519000+00:00 ,           81 ,14.818        ,4.298    ,       1237 ,       9531
2024-06-09 18:13:28.451000+00:00 ,           14 ,20.403        ,5.667    ,       1237 ,       9531
2024-06-09 18:13:28.664000+00:00 ,           31 ,38.523        ,5.298    ,       1237 ,       9531
2024-06-09 18:13:28.724000+00:00 ,            2 ,57.775        ,12.179   ,       1237 ,       9531
2024-06-09 18:13:28.914000+00:00 ,           16 ,29.025        ,1.5      ,       1237 ,       9531
2024-06-09 18:13:29.043000+00:00 ,           44 ,20.926        ,0.523    ,       1237 ,       9531
2024-06-09 18:13:29.088000+00:00 ,           11 ,38.969        ,0.446    ,       1237 ,       9531
2024-06-09 18:13:29.321000+00:00 ,           22 ,29.552        ,0.527    ,       1237 ,       9531
2024-06-09 18:13:29.378000+00:00 ,            1 ,2.443         ,2.443    ,       1237 ,       9531
